DATE,PRECTOTCORR,TS,ALLSKY_SFC_UV_INDEX,ALLSKY_SFC_UVB,ALLSKY_SFC_UVA
2016-01-16,0.11,25.8,2.12,0.41,13.49
2016-01-17,3.44,26.97,2.16,0.41,13.84
2016-01-18,7.48,25.27,2.08,0.4,12.7
2016-01-19,17.2,25.87,2.22,0.42,14.02
2016-01-20,20.55,24.99,1.59,0.3,9.62
2016-01-21,2.67,25.15,1.44,0.27,8.61
2016-01-22,4.1,25.8,1.78,0.34,10.25
2016-01-23,14.91,24.83,1.45,0.27,8.35
2016-01-24,10.33,24.82,1.79,0.34,10.43
2016-01-25,17.2,24.89,1.48,0.29,9.09
2016-01-26,1.98,25.68,2.27,0.44,13.76
2016-01-27,2.0,26.07,2.43,0.46,14.38
2016-01-28,6.43,26.27,2.35,0.45,13.75
2016-01-29,3.41,26.78,2.73,0.52,16.59
2016-01-30,4.82,25.98,1.98,0.38,12.23
2016-01-31,13.22,25.22,1.77,0.34,11.08
2016-02-01,21.92,25.52,1.77,0.34,10.73
2016-02-02,27.13,24.76,1.3,0.25,7.75
2016-02-03,13.3,24.56,2.05,0.4,12.38
2016-02-04,6.39,25.76,1.69,0.32,9.82
2016-02-05,7.71,25.78,2.06,0.39,11.94
2016-02-06,5.28,26.26,2.45,0.46,13.97
2016-02-07,17.89,25.83,2.09,0.41,12.76
2016-02-08,32.18,25.67,2.27,0.43,12.95
2016-02-09,27.35,25.23,2.33,0.45,13.27
2016-02-10,18.17,24.86,1.68,0.32,9.57
2016-02-11,13.59,24.12,1.56,0.3,9.12
2016-02-12,11.0,24.08,1.82,0.35,10.45
2016-02-13,16.01,25.37,2.1,0.4,12.11
2016-02-14,3.64,25.91,2.38,0.45,13.93
2016-02-15,2.06,25.7,2.41,0.45,14.27
2016-02-16,12.33,25.09,1.89,0.36,10.76
2016-02-17,12.68,25.0,2.04,0.39,11.35
2016-02-18,3.07,26.45,2.38,0.45,14.51
2016-02-19,1.67,27.14,2.33,0.45,14.51
2016-02-20,7.36,25.9,2.02,0.39,12.16
2016-02-21,15.52,24.69,1.99,0.38,11.56
2016-02-22,14.47,26.02,2.05,0.39,12.51
2016-02-23,9.04,25.74,2.22,0.42,13.62
2016-02-24,31.36,24.65,1.73,0.33,9.95
2016-02-25,34.6,24.44,1.49,0.29,9.42
2016-02-26,14.45,25.01,2.28,0.43,13.32
2016-02-27,16.25,23.7,2.35,0.45,13.66
2016-02-28,18.64,24.66,1.18,0.23,7.05
2016-02-29,36.35,24.47,1.38,0.27,8.24
2016-03-01,19.49,24.45,1.78,0.34,10.28
2016-03-02,14.85,24.81,1.54,0.3,8.62
2016-03-03,4.51,25.45,2.13,0.41,13.38
2016-03-04,23.69,25.38,2.28,0.44,13.77
2016-03-05,7.84,25.69,2.05,0.38,11.58
2016-03-06,8.96,26.47,2.19,0.41,13.29
2016-03-07,10.29,26.28,2.64,0.5,16.18
2016-03-08,13.27,26.28,2.39,0.45,13.89
2016-03-09,16.86,25.6,2.53,0.48,15.05
2016-03-10,7.52,26.71,2.45,0.46,14.56
2016-03-11,18.02,26.22,2.02,0.38,12.23
2016-03-12,4.8,26.65,2.47,0.46,14.86
2016-03-13,14.35,25.85,2.77,0.52,15.98
2016-03-14,10.16,26.09,1.84,0.35,11.04
2016-03-15,28.35,25.29,2.51,0.48,15.27
2016-03-16,11.04,26.08,2.21,0.42,13.25
2016-03-17,9.77,26.05,2.38,0.45,15.0
2016-03-18,3.11,25.58,2.4,0.46,14.69
2016-03-19,11.05,26.28,2.05,0.39,12.61
2016-03-20,4.22,26.25,2.09,0.4,12.66
2016-03-21,8.91,26.57,1.91,0.37,11.63
2016-03-22,18.91,25.59,2.09,0.4,12.65
2016-03-23,9.83,24.93,1.94,0.38,11.48
2016-03-24,1.62,26.41,2.2,0.42,13.22
2016-03-25,8.74,25.45,2.36,0.45,13.86
2016-03-26,17.33,25.14,2.09,0.4,11.93
2016-03-27,3.29,25.48,2.75,0.52,16.23
2016-03-28,12.06,26.07,2.53,0.48,15.18
2016-03-29,25.89,25.97,2.22,0.42,13.47
2016-03-30,5.57,24.79,1.27,0.24,8.17
2016-03-31,6.11,25.52,1.65,0.32,10.04
2016-04-01,7.99,26.19,2.21,0.41,13.12
2016-04-02,17.91,25.15,2.17,0.41,13.83
2016-04-03,4.74,25.9,2.33,0.45,14.84
2016-04-04,4.33,25.76,2.45,0.47,15.47
2016-04-05,21.77,25.3,2.17,0.42,13.2
2016-04-06,5.96,25.35,2.24,0.43,13.97
2016-04-07,4.28,25.74,2.16,0.41,14.01
2016-04-08,5.05,26.06,2.22,0.43,14.22
2016-04-09,28.71,25.86,2.21,0.43,13.84
2016-04-10,2.25,26.09,1.68,0.33,10.77
2016-04-11,3.19,26.54,2.12,0.41,13.45
2016-04-12,8.2,25.75,2.15,0.41,12.8
2016-04-13,4.68,24.88,2.11,0.41,12.68
2016-04-14,4.17,25.5,2.14,0.41,13.18
2016-04-15,3.07,25.11,1.6,0.31,9.74
2016-04-16,1.42,26.16,2.31,0.44,14.09
2016-04-17,20.28,25.94,1.85,0.36,11.7
2016-04-18,7.18,26.78,2.47,0.47,15.3
2016-04-19,10.61,26.03,2.16,0.41,13.14
2016-04-20,27.04,25.3,2.09,0.4,12.6
2016-04-21,40.66,25.23,2.17,0.41,13.09
2016-04-22,7.97,25.58,2.06,0.4,13.1
2016-04-23,4.34,25.37,2.22,0.42,13.35
2016-04-24,3.12,25.65,2.14,0.41,13.34
2016-04-25,7.53,25.03,1.98,0.38,12.49
2016-04-26,11.74,25.15,1.12,0.23,7.26
2016-04-27,9.6,25.63,1.99,0.38,13.03
2016-04-28,14.72,25.97,1.83,0.35,11.65
2016-04-29,14.62,25.34,2.01,0.38,12.56
2016-04-30,10.21,25.17,1.88,0.37,12.16
2016-05-01,3.29,24.9,1.77,0.34,11.02
2016-05-02,6.64,24.99,2.09,0.4,12.62
2016-05-03,2.55,25.2,2.02,0.39,12.82
2016-05-04,1.09,25.26,2.12,0.41,13.63
2016-05-05,2.22,25.49,1.55,0.3,10.03
2016-05-06,0.28,26.21,1.95,0.38,12.43
2016-05-07,2.32,25.69,1.74,0.34,11.59
2016-05-08,7.72,26.28,1.83,0.35,11.77
2016-05-09,6.21,26.22,1.9,0.37,12.05
2016-05-10,1.32,25.8,2.09,0.4,13.29
2016-05-11,1.55,25.66,1.92,0.38,12.53
2016-05-12,15.78,25.69,1.98,0.38,13.0
2016-05-13,8.24,25.76,2.09,0.4,13.7
2016-05-14,3.69,25.83,1.64,0.32,10.56
2016-05-15,4.71,25.87,2.19,0.41,14.03
2016-05-16,6.66,25.78,1.43,0.28,9.28
2016-05-17,6.07,26.39,1.68,0.33,10.92
2016-05-18,8.06,26.3,2.11,0.4,13.64
2016-05-19,0.51,26.66,1.95,0.38,12.85
2016-05-20,10.01,27.0,1.84,0.35,12.21
2016-05-21,30.28,26.07,1.57,0.3,10.7
2016-05-22,16.59,25.2,1.54,0.3,10.18
2016-05-23,6.34,26.07,1.69,0.33,11.13
2016-05-24,3.09,26.45,1.88,0.36,12.26
2016-05-25,5.49,25.88,1.8,0.35,12.14
2016-05-26,3.78,25.24,1.77,0.34,11.56
2016-05-27,1.73,24.44,1.08,0.21,7.05
2016-05-28,1.28,24.69,1.8,0.35,12.09
2016-05-29,6.3,24.52,0.86,0.16,5.76
2016-05-30,8.78,23.5,1.49,0.29,10.17
2016-05-31,1.06,24.87,1.71,0.33,11.4
2016-06-01,0.23,25.56,1.84,0.35,12.0
2016-06-02,1.07,25.91,1.82,0.35,12.11
2016-06-03,7.43,24.57,1.81,0.35,11.48
2016-06-04,0.42,26.05,2.03,0.39,13.33
2016-06-05,1.81,25.14,1.38,0.27,8.79
2016-06-06,5.25,25.96,1.71,0.33,11.77
2016-06-07,9.69,25.81,1.91,0.37,12.77
2016-06-08,11.95,25.44,1.68,0.32,11.37
2016-06-09,10.14,25.76,1.56,0.3,10.63
2016-06-10,0.95,25.23,1.7,0.33,11.97
2016-06-11,0.07,24.76,1.89,0.36,12.63
2016-06-12,0.49,25.51,1.8,0.35,12.7
2016-06-13,1.14,25.42,1.58,0.3,11.13
2016-06-14,3.66,25.03,1.3,0.25,8.7
2016-06-15,3.59,25.08,0.92,0.18,6.7
2016-06-16,1.03,25.07,1.77,0.34,12.02
2016-06-17,30.75,24.96,1.59,0.31,11.06
2016-06-18,16.55,23.52,0.84,0.16,5.49
2016-06-19,3.04,24.01,1.48,0.28,9.51
2016-06-20,1.13,25.16,1.52,0.29,9.99
2016-06-21,1.76,24.65,1.95,0.37,12.7
2016-06-22,1.81,24.65,1.72,0.33,11.49
2016-06-23,1.56,24.78,1.81,0.34,11.95
2016-06-24,9.98,24.75,1.95,0.38,12.88
2016-06-25,2.88,24.69,1.68,0.33,11.65
2016-06-26,5.28,25.48,1.7,0.33,11.7
2016-06-27,5.78,24.41,1.48,0.29,10.48
2016-06-28,0.66,25.02,1.46,0.28,9.77
2016-06-29,10.19,25.55,1.66,0.32,10.92
2016-06-30,11.9,24.56,1.84,0.35,12.62
2016-07-01,5.27,25.11,1.82,0.35,12.37
2016-07-02,2.41,25.0,2.04,0.38,13.15
2016-07-03,17.98,25.51,1.83,0.35,11.91
2016-07-04,6.08,25.05,1.86,0.36,13.2
2016-07-05,1.21,25.41,1.8,0.34,12.57
2016-07-06,0.47,25.7,1.95,0.38,13.83
2016-07-07,3.34,25.57,1.69,0.33,11.95
2016-07-08,3.51,25.49,1.87,0.36,13.01
2016-07-09,1.03,25.69,1.65,0.32,11.8
2016-07-10,2.67,25.5,1.39,0.27,8.9
2016-07-11,2.09,25.59,1.91,0.37,12.43
2016-07-12,5.84,25.12,1.68,0.32,10.59
2016-07-13,3.04,25.12,1.74,0.34,11.76
2016-07-14,2.08,24.65,1.71,0.33,11.7
2016-07-15,3.91,24.98,1.9,0.37,12.74
2016-07-16,17.6,25.23,1.54,0.3,10.9
2016-07-17,16.07,25.34,1.45,0.28,10.12
2016-07-18,12.58,24.99,1.8,0.34,12.24
2016-07-19,16.03,25.18,1.66,0.32,11.41
2016-07-20,18.96,23.58,1.2,0.23,8.13
2016-07-21,2.75,24.58,1.9,0.37,13.33
2016-07-22,18.43,23.87,1.64,0.32,11.11
2016-07-23,3.66,24.73,1.89,0.37,12.77
2016-07-24,4.9,23.69,1.95,0.38,13.38
2016-07-25,5.22,24.0,1.8,0.35,12.56
2016-07-26,1.41,24.26,2.13,0.41,14.34
2016-07-27,0.28,24.44,1.99,0.38,13.65
2016-07-28,1.03,24.71,1.88,0.36,12.58
2016-07-29,2.96,24.9,1.96,0.38,13.09
2016-07-30,1.1,25.2,1.86,0.36,12.66
2016-07-31,0.18,25.15,2.01,0.38,13.79
2016-08-01,3.61,25.55,1.98,0.38,13.37
2016-08-02,0.96,24.83,2.21,0.42,14.34
2016-08-03,0.03,23.76,2.08,0.4,14.09
2016-08-04,0.0,24.03,1.96,0.38,13.14
2016-08-05,0.0,24.26,1.95,0.38,13.27
2016-08-06,0.17,24.77,2.05,0.39,13.59
2016-08-07,2.48,25.37,1.74,0.34,11.62
2016-08-08,12.67,25.19,1.45,0.28,9.66
2016-08-09,2.47,25.49,1.77,0.34,11.77
2016-08-10,1.68,25.35,2.3,0.44,14.8
2016-08-11,1.94,25.65,2.27,0.43,14.24
2016-08-12,5.28,24.93,2.11,0.4,12.77
2016-08-13,9.76,25.05,1.57,0.3,10.06
2016-08-14,6.92,24.9,1.54,0.3,9.87
2016-08-15,2.12,25.3,1.79,0.34,11.37
2016-08-16,9.98,25.24,1.43,0.28,9.25
2016-08-17,3.41,25.87,2.12,0.41,13.78
2016-08-18,6.04,25.76,1.76,0.34,11.32
2016-08-19,6.45,25.73,2.12,0.41,14.3
2016-08-20,2.72,25.11,2.08,0.4,13.56
2016-08-21,1.4,24.98,1.91,0.37,12.79
2016-08-22,4.09,24.69,1.94,0.38,12.9
2016-08-23,2.86,24.48,2.05,0.39,13.27
2016-08-24,1.76,25.25,2.0,0.38,12.65
2016-08-25,2.96,25.43,1.77,0.34,11.57
2016-08-26,0.94,25.51,1.86,0.37,12.55
2016-08-27,4.7,25.93,2.05,0.4,13.23
2016-08-28,3.29,25.43,2.08,0.4,13.26
2016-08-29,5.28,24.68,1.8,0.35,11.59
2016-08-30,29.23,23.83,1.89,0.36,12.38
2016-08-31,5.8,25.84,1.94,0.38,12.34
2016-09-01,3.42,26.04,1.98,0.38,13.43
2016-09-02,6.49,25.66,2.03,0.39,13.31
2016-09-03,8.82,26.0,2.16,0.41,13.94
2016-09-04,16.17,25.75,2.02,0.39,13.34
2016-09-05,4.51,25.49,2.34,0.45,14.95
2016-09-06,4.34,25.55,2.16,0.42,14.3
2016-09-07,12.83,25.12,2.15,0.41,13.52
2016-09-08,4.23,25.3,1.59,0.31,10.14
2016-09-09,2.05,25.58,2.0,0.38,12.66
2016-09-10,2.19,25.21,2.07,0.4,13.13
2016-09-11,6.5,25.9,2.18,0.41,14.07
2016-09-12,8.91,25.83,2.44,0.46,15.25
2016-09-13,2.12,25.5,2.34,0.45,14.62
2016-09-14,5.74,25.8,2.06,0.4,13.16
2016-09-15,12.33,24.83,2.17,0.41,13.21
2016-09-16,14.22,25.37,1.77,0.34,11.36
2016-09-17,8.64,24.34,1.81,0.34,10.9
2016-09-18,13.46,25.33,2.18,0.41,13.53
2016-09-19,9.03,26.14,2.1,0.41,13.36
2016-09-20,6.83,26.07,2.25,0.43,13.96
2016-09-21,6.57,25.87,1.77,0.34,11.37
2016-09-22,3.01,25.43,1.84,0.36,11.95
2016-09-23,17.17,25.01,1.73,0.34,11.25
2016-09-24,27.73,24.91,2.03,0.39,12.74
2016-09-25,19.47,24.72,2.27,0.44,14.45
2016-09-26,1.79,24.51,2.25,0.43,14.14
2016-09-27,13.68,25.5,1.98,0.38,12.89
2016-09-28,9.89,24.44,2.01,0.39,12.22
2016-09-29,4.32,25.01,2.42,0.46,14.48
2016-09-30,8.4,24.65,1.65,0.32,10.34
2016-10-01,4.48,24.92,2.55,0.48,15.45
2016-10-02,8.2,24.18,1.57,0.3,9.52
2016-10-03,0.28,25.23,2.03,0.39,12.22
2016-10-04,11.51,24.41,1.65,0.32,10.26
2016-10-05,9.61,24.36,2.28,0.44,14.0
2016-10-06,4.6,23.47,2.28,0.44,13.94
2016-10-07,4.88,24.75,2.38,0.45,14.73
2016-10-08,14.99,24.19,0.76,0.15,5.05
2016-10-09,10.04,24.19,2.05,0.4,12.58
2016-10-10,24.75,24.21,1.66,0.33,10.91
2016-10-11,3.2,24.46,1.84,0.36,11.39
2016-10-12,2.35,24.22,1.1,0.22,7.46
2016-10-13,3.74,24.2,1.81,0.35,12.05
2016-10-14,2.66,24.44,1.91,0.38,12.27
2016-10-15,10.64,25.33,2.09,0.4,13.26
2016-10-16,4.09,25.22,2.48,0.48,15.45
2016-10-17,0.53,25.77,2.38,0.45,14.88
2016-10-18,4.25,25.48,2.17,0.41,13.66
2016-10-19,1.12,26.48,2.3,0.44,14.48
2016-10-20,2.65,25.29,1.78,0.34,11.78
2016-10-21,8.59,25.65,1.74,0.34,11.27
2016-10-22,19.63,25.78,1.82,0.35,11.6
2016-10-23,38.59,24.12,0.58,0.12,3.98
2016-10-24,9.34,23.82,2.12,0.41,13.81
2016-10-25,9.44,24.65,2.2,0.42,13.94
2016-10-26,6.92,25.05,2.23,0.44,14.55
2016-10-27,12.7,24.63,1.93,0.38,11.99
2016-10-28,12.33,24.59,1.49,0.29,9.55
2016-10-29,32.21,24.95,2.26,0.43,13.93
2016-10-30,32.5,23.84,2.33,0.45,14.44
2016-10-31,9.48,25.05,2.24,0.43,13.66
2016-11-01,4.32,24.43,2.1,0.41,12.66
2016-11-02,4.98,24.4,1.89,0.37,11.34
2016-11-03,2.47,24.65,1.76,0.34,11.26
2016-11-04,6.46,24.56,1.91,0.38,12.27
2016-11-05,2.53,25.77,2.15,0.41,13.38
2016-11-06,12.25,25.55,2.24,0.44,14.27
2016-11-07,7.59,25.26,2.05,0.4,13.19
2016-11-08,21.34,25.5,1.8,0.35,11.55
2016-11-09,36.51,24.41,2.23,0.44,14.42
2016-11-10,7.69,25.51,2.34,0.45,15.15
2016-11-11,28.03,25.19,2.12,0.41,13.2
2016-11-12,7.91,25.12,2.31,0.45,14.36
2016-11-13,28.85,24.42,1.93,0.38,11.34
2016-11-14,7.1,24.44,2.21,0.43,13.65
2016-11-15,18.85,24.21,1.75,0.34,10.91
2016-11-16,4.48,24.96,2.5,0.48,15.45
2016-11-17,6.69,25.25,2.41,0.46,15.34
2016-11-18,14.11,24.83,2.23,0.43,13.51
2016-11-19,2.99,25.55,2.51,0.48,15.72
2016-11-20,6.98,25.57,2.06,0.4,13.34
2016-11-21,15.09,24.5,1.47,0.29,9.3
2016-11-22,8.0,25.4,2.05,0.4,12.77
2016-11-23,3.97,25.58,2.21,0.43,13.72
2016-11-24,7.34,25.05,1.88,0.37,11.7
2016-11-25,4.21,24.06,1.9,0.37,11.6
2016-11-26,7.75,25.6,2.27,0.44,14.08
2016-11-27,6.81,24.7,2.18,0.42,13.44
2016-11-28,3.64,24.68,1.78,0.34,10.99
2016-11-29,1.86,24.23,1.48,0.29,8.96
2016-11-30,6.99,24.43,1.35,0.27,8.27
2016-12-01,4.32,24.45,2.36,0.45,14.12
2016-12-02,6.79,24.08,1.74,0.34,10.46
2016-12-03,10.95,24.15,2.2,0.43,13.25
2016-12-04,12.64,23.47,1.99,0.38,11.88
2016-12-05,11.18,24.28,2.12,0.41,12.69
2016-12-06,1.46,24.8,2.16,0.42,13.58
2016-12-07,1.31,24.8,1.65,0.32,9.88
2016-12-08,6.8,24.31,2.22,0.43,14.33
2016-12-09,5.36,24.22,2.41,0.47,15.12
2016-12-10,1.75,23.93,2.44,0.47,15.44
2016-12-11,14.17,24.56,1.95,0.38,12.18
2016-12-12,10.43,24.69,2.43,0.47,14.87
2016-12-13,3.02,23.67,2.04,0.4,13.02
2016-12-14,5.51,24.34,1.91,0.38,11.73
2016-12-15,5.02,24.06,2.34,0.45,14.63
2016-12-16,1.01,24.8,2.3,0.45,14.19
2016-12-17,2.95,24.97,1.92,0.38,11.62
2016-12-18,2.66,24.71,2.43,0.47,14.95
2016-12-19,4.12,24.76,2.05,0.4,12.64
2016-12-20,1.35,24.33,2.73,0.52,16.84
2016-12-21,0.41,25.28,2.57,0.5,15.83
2016-12-22,0.75,25.04,2.6,0.5,16.04
2016-12-23,0.92,24.95,2.51,0.48,15.8
2016-12-24,1.34,25.27,2.26,0.44,14.09
2016-12-25,0.9,24.58,2.05,0.4,12.75
2016-12-26,5.78,24.04,2.2,0.43,13.66
2016-12-27,1.59,23.99,2.02,0.39,12.48
2016-12-28,1.57,24.57,2.3,0.45,14.33
2016-12-29,0.73,24.74,2.07,0.4,12.86
2016-12-30,2.29,24.84,1.84,0.36,11.48
2016-12-31,4.58,25.35,2.3,0.45,14.41
2017-01-01,4.2,25.56,2.59,0.5,16.14
2017-01-02,2.27,25.37,2.72,0.52,16.95
2017-01-03,2.57,25.75,2.33,0.45,14.61
2017-01-04,23.55,24.56,1.73,0.34,10.8
2017-01-05,18.81,24.67,2.02,0.39,12.4
2017-01-06,8.96,24.55,2.16,0.42,13.49
2017-01-07,2.01,24.35,2.47,0.48,14.94
2017-01-08,1.0,25.23,2.54,0.49,16.04
2017-01-09,9.04,24.97,1.82,0.35,11.67
2017-01-10,17.63,23.98,2.02,0.39,12.53
2017-01-11,9.24,24.62,2.43,0.47,15.14
2017-01-12,4.79,24.73,2.7,0.52,16.07
2017-01-13,4.82,24.19,2.23,0.43,13.16
2017-01-14,7.05,23.71,1.89,0.37,11.3
2017-01-15,3.14,24.33,2.01,0.39,12.11
2017-01-16,10.07,23.67,2.16,0.42,12.83
2017-01-17,11.44,23.83,2.13,0.41,12.68
2017-01-18,1.55,24.06,2.41,0.47,15.2
2017-01-19,4.02,24.24,2.6,0.5,16.12
2017-01-20,6.87,24.24,2.7,0.52,16.41
2017-01-21,7.95,24.35,2.49,0.48,15.33
2017-01-22,24.11,24.17,2.35,0.45,14.46
2017-01-23,2.45,24.05,2.28,0.44,13.87
2017-01-24,10.97,24.33,2.24,0.43,13.62
2017-01-25,22.61,23.67,2.1,0.41,12.98
2017-01-26,4.21,23.65,1.92,0.38,11.44
2017-01-27,5.47,23.92,1.61,0.31,9.61
2017-01-28,10.98,22.96,1.66,0.32,10.12
2017-01-29,11.64,23.55,1.79,0.34,10.73
2017-01-30,2.14,24.28,1.91,0.37,11.42
2017-01-31,14.33,24.26,1.71,0.34,10.8
2017-02-01,20.02,23.53,1.86,0.36,10.95
2017-02-02,5.48,23.74,1.95,0.38,11.44
2017-02-03,13.27,23.15,1.8,0.35,11.27
2017-02-04,8.61,24.01,2.49,0.48,14.66
2017-02-05,5.71,23.94,2.79,0.52,16.03
2017-02-06,8.9,23.67,2.43,0.46,14.21
2017-02-07,2.94,24.13,2.27,0.44,13.42
2017-02-08,15.06,24.29,1.99,0.38,11.28
2017-02-09,8.54,24.21,1.52,0.29,8.62
2017-02-10,9.55,23.97,1.41,0.27,8.3
2017-02-11,39.81,23.69,0.8,0.16,4.67
2017-02-12,36.99,23.61,1.31,0.26,7.78
2017-02-13,13.85,24.39,2.18,0.41,13.36
2017-02-14,48.52,23.82,2.01,0.38,11.59
2017-02-15,35.12,23.56,2.26,0.43,13.19
2017-02-16,23.35,23.84,2.16,0.41,12.82
2017-02-17,4.65,24.48,2.3,0.44,13.95
2017-02-18,3.98,24.84,1.48,0.29,8.7
2017-02-19,5.81,24.19,1.23,0.23,7.59
2017-02-20,23.24,24.5,0.94,0.18,5.58
2017-02-21,31.23,23.71,1.88,0.36,10.76
2017-02-22,14.16,24.76,2.38,0.45,14.48
2017-02-23,7.54,25.46,2.39,0.45,14.03
2017-02-24,13.04,24.56,2.23,0.42,13.48
2017-02-25,20.63,24.2,2.04,0.39,12.11
2017-02-26,5.72,24.85,2.38,0.45,14.97
2017-02-27,22.47,25.74,2.27,0.44,14.09
2017-02-28,13.16,24.58,2.33,0.45,13.8
2017-03-01,8.97,25.2,2.23,0.42,13.15
2017-03-02,8.73,24.19,2.34,0.45,13.95
2017-03-03,6.34,25.53,2.38,0.45,14.36
2017-03-04,8.2,24.59,2.09,0.4,12.83
2017-03-05,14.04,24.55,2.48,0.47,15.28
2017-03-06,12.71,24.79,2.32,0.44,13.71
2017-03-07,27.11,24.54,1.59,0.3,9.32
2017-03-08,4.82,24.89,2.51,0.48,14.9
2017-03-09,12.54,24.5,2.62,0.5,15.98
2017-03-10,5.91,25.48,2.25,0.43,13.93
2017-03-11,3.59,24.86,2.45,0.47,14.87
2017-03-12,4.32,24.48,2.5,0.48,14.96
2017-03-13,2.36,24.28,2.76,0.52,15.98
2017-03-14,2.14,23.72,2.42,0.46,14.19
2017-03-15,2.62,23.92,2.4,0.45,13.73
2017-03-16,4.85,25.02,2.46,0.47,14.52
2017-03-17,4.15,25.76,2.51,0.48,15.12
2017-03-18,29.23,23.86,1.53,0.3,8.84
2017-03-19,4.52,24.51,2.43,0.47,15.08
2017-03-20,4.97,23.6,1.98,0.38,11.89
2017-03-21,13.0,23.69,2.06,0.4,12.16
2017-03-22,15.46,24.14,1.79,0.34,10.88
2017-03-23,9.59,24.38,1.52,0.3,9.3
2017-03-24,8.26,24.62,2.48,0.47,15.55
2017-03-25,4.29,24.88,1.86,0.36,11.72
2017-03-26,10.13,24.97,1.51,0.3,9.47
2017-03-27,5.78,25.75,2.16,0.41,14.0
2017-03-28,8.42,25.55,2.41,0.46,15.16
2017-03-29,4.37,25.11,2.17,0.42,13.75
2017-03-30,9.53,25.05,2.33,0.45,14.48
2017-03-31,13.68,24.63,1.67,0.33,10.43
2017-04-01,5.28,24.28,1.97,0.38,11.63
2017-04-02,23.06,25.1,2.09,0.41,12.84
2017-04-03,5.95,25.2,1.75,0.34,10.95
2017-04-04,9.62,24.08,2.21,0.42,13.64
2017-04-05,7.84,24.55,2.27,0.44,13.84
2017-04-06,2.44,24.26,2.05,0.4,12.95
2017-04-07,4.16,24.29,2.01,0.39,12.42
2017-04-08,8.39,24.75,1.95,0.38,12.07
2017-04-09,3.52,24.97,2.17,0.42,13.93
2017-04-10,4.76,25.44,2.38,0.45,15.14
2017-04-11,27.18,24.73,2.0,0.39,12.62
2017-04-12,5.85,24.67,2.14,0.41,13.26
2017-04-13,13.61,25.33,1.9,0.37,12.55
2017-04-14,2.33,25.64,1.84,0.35,11.98
2017-04-15,7.12,25.41,2.04,0.39,13.51
2017-04-16,8.02,24.83,1.9,0.38,12.35
2017-04-17,2.85,26.0,2.12,0.41,13.88
2017-04-18,9.45,25.78,2.13,0.41,13.46
2017-04-19,28.18,25.5,2.04,0.4,12.82
2017-04-20,4.9,25.44,2.23,0.42,14.24
2017-04-21,6.74,25.68,1.85,0.36,11.7
2017-04-22,7.92,24.93,1.91,0.37,12.27
2017-04-23,13.6,24.87,1.77,0.34,11.4
2017-04-24,5.4,25.03,2.07,0.4,13.25
2017-04-25,3.57,25.62,2.12,0.41,13.62
2017-04-26,15.33,24.36,1.62,0.31,10.28
2017-04-27,11.83,24.86,1.93,0.38,12.41
2017-04-28,12.29,23.94,1.95,0.38,12.35
2017-04-29,4.83,25.05,2.28,0.44,14.38
2017-04-30,1.92,25.36,2.06,0.4,13.58
2017-05-01,19.88,25.96,2.19,0.42,14.51
2017-05-02,10.71,25.97,1.8,0.35,12.17
2017-05-03,26.04,24.87,2.0,0.39,12.98
2017-05-04,17.28,24.4,1.93,0.38,12.65
2017-05-05,18.18,24.91,1.84,0.36,12.52
2017-05-06,6.53,24.94,1.73,0.34,11.91
2017-05-07,5.64,25.08,1.76,0.34,11.6
2017-05-08,6.84,25.03,1.55,0.3,10.39
2017-05-09,14.71,25.68,1.62,0.31,10.7
2017-05-10,4.6,25.2,1.3,0.26,8.57
2017-05-11,0.43,25.64,1.63,0.32,11.17
2017-05-12,2.43,25.75,2.02,0.39,14.17
2017-05-13,1.78,25.88,1.94,0.38,13.55
2017-05-14,1.07,25.68,1.95,0.38,13.02
2017-05-15,0.22,25.63,2.09,0.4,14.24
2017-05-16,0.11,26.33,1.96,0.38,13.35
2017-05-17,0.02,26.34,2.04,0.4,14.19
2017-05-18,0.04,26.25,1.92,0.38,13.55
2017-05-19,0.01,25.85,2.09,0.41,14.49
2017-05-20,0.0,26.25,1.83,0.35,12.62
2017-05-21,4.15,25.62,1.72,0.34,11.77
2017-05-22,0.7,25.8,1.82,0.35,12.67
2017-05-23,0.05,25.3,1.85,0.36,13.17
2017-05-24,3.02,25.26,1.78,0.34,12.62
2017-05-25,0.16,25.12,1.99,0.38,13.84
2017-05-26,0.04,25.3,2.09,0.41,14.52
2017-05-27,0.52,25.94,1.71,0.34,11.92
2017-05-28,16.44,25.05,1.08,0.21,7.62
2017-05-29,8.09,24.76,0.87,0.17,5.94
2017-05-30,3.18,25.08,1.4,0.27,9.81
2017-05-31,5.17,25.39,1.66,0.33,11.58
2017-06-01,8.98,23.57,1.22,0.24,8.02
2017-06-02,3.03,24.37,1.48,0.29,9.73
2017-06-03,4.39,25.33,1.82,0.35,11.9
2017-06-04,1.43,25.61,1.91,0.36,12.4
2017-06-05,5.04,25.71,1.74,0.34,11.94
2017-06-06,9.42,24.7,1.79,0.34,11.75
2017-06-07,1.61,24.63,1.56,0.3,10.38
2017-06-08,0.37,24.88,1.98,0.38,13.16
2017-06-09,0.64,25.44,1.95,0.38,13.16
2017-06-10,2.32,25.65,1.81,0.34,12.3
2017-06-11,3.92,25.57,1.56,0.3,10.67
2017-06-12,0.86,25.08,1.77,0.34,11.94
2017-06-13,16.62,24.26,1.43,0.27,9.49
2017-06-14,3.12,25.12,1.68,0.33,11.7
