DATE,PRECTOTCORR,TS,ALLSKY_SFC_UV_INDEX,ALLSKY_SFC_UVB,ALLSKY_SFC_UVA
2005-03-03,15.33,24.97,2.56,0.48,14.41
2005-03-04,10.06,24.1,2.41,0.45,13.23
2005-03-05,38.41,23.62,2.34,0.44,13.22
2005-03-06,24.59,23.75,1.56,0.3,8.8
2005-03-07,13.89,23.93,2.39,0.45,14.13
2005-03-08,5.63,24.26,2.21,0.42,13.18
2005-03-09,2.41,23.57,2.29,0.43,13.16
2005-03-10,3.61,25.01,2.91,0.55,16.97
2005-03-11,0.88,24.86,3.12,0.58,17.77
2005-03-12,2.67,25.1,2.89,0.54,17.12
2005-03-13,3.76,24.57,2.8,0.52,15.34
2005-03-14,3.94,24.58,2.59,0.48,15.07
2005-03-15,2.25,24.62,2.61,0.49,15.17
2005-03-16,2.69,25.48,2.64,0.49,15.01
2005-03-17,6.86,25.19,2.16,0.41,12.27
2005-03-18,2.82,24.44,1.49,0.29,8.46
2005-03-19,18.83,24.86,2.27,0.43,13.56
2005-03-20,8.38,24.16,2.49,0.47,14.94
2005-03-21,6.38,25.14,2.5,0.47,14.25
2005-03-22,4.48,25.23,2.26,0.43,13.09
2005-03-23,9.65,25.37,1.41,0.27,8.28
2005-03-24,12.62,24.69,2.45,0.46,13.62
2005-03-25,5.54,25.06,2.55,0.47,14.29
2005-03-26,6.58,24.82,1.77,0.34,9.78
2005-03-27,20.45,24.75,1.97,0.38,10.91
2005-03-28,8.62,25.09,2.45,0.46,13.34
2005-03-29,3.34,25.74,2.18,0.41,12.69
2005-03-30,6.83,24.94,2.3,0.44,13.2
2005-03-31,4.9,24.43,2.06,0.39,11.42
2005-04-01,0.3,24.56,2.16,0.41,12.2
2005-04-02,1.27,24.73,2.42,0.45,13.27
2005-04-03,13.33,24.92,2.45,0.46,13.73
2005-04-04,16.62,25.27,2.24,0.42,12.97
2005-04-05,7.59,25.14,2.02,0.38,11.06
2005-04-06,0.67,25.58,2.75,0.51,15.58
2005-04-07,5.12,25.32,2.23,0.42,12.54
2005-04-08,0.63,25.01,2.48,0.47,14.15
2005-04-09,0.97,25.8,2.62,0.49,15.34
2005-04-10,2.31,24.73,2.58,0.48,14.47
2005-04-11,3.62,25.39,2.37,0.45,13.6
2005-04-12,0.92,24.68,2.41,0.45,13.32
2005-04-13,3.24,24.9,2.27,0.43,13.28
2005-04-14,1.9,24.73,2.34,0.45,14.13
2005-04-15,3.28,25.19,2.15,0.41,12.17
2005-04-16,2.75,24.45,2.44,0.47,14.59
2005-04-17,3.13,25.02,2.34,0.45,14.12
2005-04-18,7.6,25.19,2.35,0.45,14.62
2005-04-19,1.75,25.23,2.05,0.39,12.69
2005-04-20,3.79,24.38,1.84,0.36,11.67
2005-04-21,20.52,24.84,1.89,0.37,12.09
2005-04-22,4.87,24.55,1.73,0.34,10.92
2005-04-23,1.01,25.24,2.11,0.41,13.79
2005-04-24,0.23,25.63,1.99,0.39,13.04
2005-04-25,0.54,25.55,2.08,0.4,13.55
2005-04-26,4.32,25.97,2.06,0.4,13.16
2005-04-27,0.48,25.79,1.96,0.38,12.65
2005-04-28,1.41,25.74,1.95,0.38,12.47
2005-04-29,0.75,25.6,2.23,0.43,14.2
2005-05-01,0.72,25.03,2.25,0.43,14.27
2005-05-02,0.89,25.92,1.98,0.38,12.48
2005-05-03,0.43,26.21,1.27,0.25,7.82
2005-05-04,0.92,25.23,1.83,0.35,11.65
2005-05-05,18.57,25.59,1.84,0.35,11.58
2005-05-06,10.21,25.08,1.95,0.38,12.09
2005-05-07,6.18,25.26,1.97,0.38,12.16
2005-05-08,1.25,26.21,2.17,0.41,13.89
2005-05-09,0.25,25.94,2.23,0.42,14.12
2005-05-10,0.54,25.75,2.11,0.41,13.52
2005-05-11,7.36,25.55,2.02,0.39,13.0
2005-05-12,11.74,24.89,1.91,0.37,12.27
2005-05-13,2.12,24.39,2.03,0.39,12.62
2005-05-14,1.18,25.78,2.12,0.41,13.28
2005-05-15,34.35,25.34,1.56,0.3,9.77
2005-05-16,9.18,25.93,2.21,0.42,13.85
2005-05-17,0.96,25.65,2.01,0.38,13.09
2005-05-18,0.12,24.44,1.95,0.38,12.85
2005-05-19,0.07,24.8,2.04,0.39,13.77
2005-05-20,0.0,24.41,1.78,0.34,12.09
2005-05-21,0.0,24.58,2.0,0.38,13.89
2005-05-22,1.45,25.31,2.0,0.38,13.51
2005-05-23,1.02,25.78,1.78,0.34,12.24
2005-05-24,0.91,25.21,1.75,0.34,12.06
2005-05-25,3.18,25.28,1.77,0.34,11.35
2005-05-26,0.66,25.18,1.7,0.33,11.06
2005-05-27,0.13,25.45,2.06,0.39,13.59
2005-05-28,11.28,25.07,1.84,0.35,12.48
2005-05-29,5.64,25.06,1.62,0.31,10.95
2005-05-30,0.3,24.83,1.76,0.34,11.82
2005-05-31,0.45,25.12,1.5,0.29,10.03
2005-06-01,0.32,25.19,1.78,0.34,12.02
2005-06-02,0.72,25.39,1.77,0.34,12.27
2005-06-03,11.31,25.61,1.5,0.29,10.38
2005-06-04,1.02,25.75,1.72,0.33,11.7
2005-06-05,6.39,25.76,1.6,0.31,11.27
2005-06-06,15.72,25.51,1.66,0.32,10.92
2005-06-07,6.71,25.9,1.49,0.29,10.12
2005-06-08,4.12,25.16,1.59,0.3,10.77
2005-06-09,0.47,25.45,1.73,0.33,11.55
2005-06-10,0.0,24.34,1.98,0.38,13.23
2005-06-11,0.35,24.82,1.9,0.37,12.75
2005-06-12,2.47,25.87,1.8,0.34,11.63
2005-06-13,26.29,24.1,1.69,0.33,11.11
2005-06-14,10.33,25.21,1.41,0.27,9.17
2005-06-15,21.14,24.52,1.29,0.25,8.47
2005-06-16,7.48,24.25,1.85,0.35,12.03
2005-06-17,4.91,24.54,1.74,0.34,11.4
2005-06-18,2.3,24.4,1.79,0.34,11.78
2005-06-19,6.12,25.31,1.65,0.32,10.67
2005-06-20,2.19,25.31,1.7,0.33,11.41
2005-06-21,5.6,24.72,1.52,0.29,9.78
2005-06-22,4.06,23.67,1.23,0.23,8.16
2005-06-23,3.43,24.37,2.02,0.38,13.03
2005-06-24,9.48,24.91,1.91,0.37,12.62
2005-06-25,11.56,25.02,1.94,0.38,13.02
2005-06-26,2.42,25.3,1.91,0.37,12.31
2005-06-27,1.4,24.63,1.83,0.35,12.08
2005-06-28,2.27,24.98,1.93,0.37,12.48
2005-06-29,2.55,25.12,1.91,0.37,12.91
2005-06-30,3.26,24.95,1.65,0.32,10.84
2005-07-01,0.45,24.82,2.0,0.38,13.44
2005-07-02,0.0,24.15,2.07,0.39,13.64
2005-07-03,0.0,23.65,2.05,0.39,13.85
2005-07-04,0.09,23.81,1.92,0.37,12.98
2005-07-05,0.02,24.58,1.9,0.37,13.04
2005-07-06,15.07,25.26,1.64,0.31,10.9
2005-07-07,7.19,23.7,1.26,0.24,8.2
2005-07-08,0.19,24.51,1.88,0.36,12.07
2005-07-09,0.65,24.35,1.86,0.36,12.26
2005-07-10,2.05,24.85,2.02,0.38,12.92
2005-07-11,4.39,24.39,1.54,0.3,9.85
2005-07-12,13.81,24.69,1.84,0.35,11.73
2005-07-13,4.39,25.34,1.77,0.34,11.24
2005-07-14,5.92,24.51,1.81,0.35,11.84
2005-07-15,6.67,24.72,1.57,0.3,10.0
2005-07-16,19.46,23.68,1.77,0.34,11.24
2005-07-17,4.36,24.9,1.23,0.24,8.04
2005-07-18,0.32,24.48,1.93,0.37,12.09
2005-07-19,3.96,24.36,2.02,0.38,12.97
2005-07-20,1.43,23.9,2.09,0.4,13.45
2005-07-21,0.16,24.67,1.91,0.37,12.52
2005-07-22,0.42,24.73,1.95,0.37,12.62
2005-07-23,0.0,23.97,2.16,0.41,14.11
2005-07-24,0.0,23.45,2.09,0.4,13.68
2005-07-25,0.0,23.54,2.08,0.4,13.98
2005-07-26,0.0,24.49,1.86,0.35,12.15
2005-07-27,0.0,24.81,1.61,0.31,10.55
2005-07-28,0.01,25.05,1.88,0.36,11.73
2005-07-29,1.34,24.98,1.91,0.37,12.25
2005-07-30,0.13,24.9,2.05,0.39,13.34
2005-07-31,3.94,25.09,1.85,0.35,12.1
2005-08-01,5.49,24.77,1.45,0.28,9.53
2005-08-02,16.92,24.83,1.77,0.34,11.48
2005-08-03,3.49,25.26,1.68,0.33,10.7
2005-08-04,6.11,25.18,2.28,0.43,14.28
2005-08-05,1.92,24.76,2.03,0.38,12.72
2005-08-06,0.01,24.03,2.38,0.45,15.1
2005-08-07,0.0,23.81,2.25,0.42,13.89
2005-08-08,0.01,24.25,2.24,0.43,14.43
2005-08-09,0.62,24.45,1.8,0.34,11.59
2005-08-10,0.35,24.68,2.12,0.4,13.28
2005-08-11,10.71,24.98,1.91,0.36,12.38
2005-08-12,5.13,25.14,1.85,0.35,11.37
2005-08-13,0.25,25.37,1.8,0.35,11.41
2005-08-14,0.0,24.65,2.31,0.44,14.69
2005-08-15,0.0,24.12,2.37,0.45,14.93
2005-08-16,0.0,24.82,1.87,0.36,12.16
2005-08-17,31.55,25.07,1.95,0.38,12.46
2005-08-18,3.49,24.87,2.11,0.4,13.43
2005-08-19,2.37,25.08,2.26,0.42,13.7
2005-08-20,0.09,24.56,2.23,0.42,14.02
2005-08-21,3.82,25.2,1.79,0.35,11.66
2005-08-22,4.81,25.52,2.17,0.41,13.33
2005-08-23,0.12,25.42,1.95,0.38,12.63
2005-08-24,0.59,25.01,1.7,0.33,11.08
2005-08-25,3.36,25.08,1.79,0.34,11.89
2005-08-26,1.98,25.04,1.75,0.34,11.52
2005-08-27,0.78,25.21,1.95,0.38,12.73
2005-08-28,0.38,25.01,2.09,0.4,13.57
2005-08-29,0.12,25.23,2.36,0.45,15.08
2005-08-30,0.01,25.4,2.38,0.45,14.98
2005-08-31,0.5,25.77,2.38,0.45,15.12
2005-09-01,0.0,25.37,2.29,0.43,14.25
2005-09-02,0.01,25.66,2.38,0.45,15.07
2005-09-03,0.0,26.0,2.2,0.41,13.77
2005-09-04,0.0,25.58,2.59,0.48,15.94
2005-09-05,0.0,25.12,2.19,0.42,13.7
2005-09-06,0.0,25.38,2.45,0.46,15.02
2005-09-07,0.32,26.26,1.96,0.38,12.13
2005-09-08,0.03,26.33,1.97,0.38,12.24
2005-09-09,3.15,25.76,1.95,0.38,12.08
2005-09-10,0.99,26.19,2.08,0.4,12.81
2005-09-11,3.44,25.96,2.05,0.39,12.6
2005-09-12,1.38,25.44,2.12,0.4,12.77
2005-09-13,0.93,23.88,2.09,0.4,12.77
2005-09-14,2.44,26.01,2.27,0.43,14.11
2005-09-15,8.28,25.6,2.23,0.42,13.73
2005-09-16,10.67,25.57,2.27,0.43,13.85
2005-09-17,1.85,26.19,2.02,0.39,12.39
2005-09-18,15.49,25.51,1.87,0.36,11.51
2005-09-19,2.72,25.32,1.58,0.3,9.55
2005-09-20,9.16,25.53,2.3,0.43,14.1
2005-09-21,4.18,25.93,2.41,0.45,14.56
2005-09-22,5.91,26.31,2.08,0.39,12.61
2005-09-23,0.64,26.36,2.45,0.46,15.17
2005-09-24,0.32,26.19,2.52,0.47,15.04
2005-09-25,10.0,25.81,2.3,0.43,14.12
2005-09-26,1.44,25.55,2.2,0.41,13.72
2005-09-27,0.76,25.65,2.36,0.45,14.26
2005-09-28,0.92,26.09,2.42,0.45,14.87
2005-09-29,2.12,25.9,1.67,0.32,10.39
2005-09-30,12.19,26.8,2.08,0.4,13.3
2005-10-01,0.33,26.51,2.69,0.5,16.34
2005-10-02,0.18,26.41,2.6,0.48,15.52
2005-10-03,5.23,26.19,2.61,0.48,15.8
2005-10-04,2.43,26.25,2.43,0.45,14.69
2005-10-05,0.88,26.01,2.12,0.41,13.02
2005-10-06,2.9,26.7,2.48,0.47,15.2
2005-10-07,0.22,26.85,2.88,0.54,17.36
2005-10-08,0.0,26.51,2.82,0.52,17.08
2005-10-09,0.02,26.91,2.59,0.49,15.55
2005-10-10,0.01,26.93,2.75,0.52,16.37
2005-10-11,1.14,26.4,1.95,0.38,11.76
2005-10-12,0.9,26.78,2.16,0.41,13.1
2005-10-13,8.98,26.73,2.32,0.45,13.98
2005-10-14,8.17,27.12,2.31,0.45,14.31
2005-10-15,8.31,26.44,2.38,0.45,14.51
2005-10-16,4.25,25.87,2.28,0.43,13.62
2005-10-17,2.96,24.29,1.62,0.31,9.77
2005-10-18,8.19,25.55,1.49,0.29,8.95
2005-10-19,1.88,23.95,2.1,0.4,11.98
2005-10-20,5.17,24.94,2.16,0.41,12.75
2005-10-21,7.58,24.9,2.13,0.41,12.59
2005-10-22,4.9,24.2,1.98,0.38,11.52
2005-10-23,12.58,24.37,2.12,0.41,12.7
2005-10-24,0.52,25.23,1.89,0.37,11.58
2005-10-25,2.31,26.27,2.78,0.52,16.47
2005-10-26,0.68,26.8,2.45,0.47,15.38
2005-10-27,11.46,25.05,2.11,0.41,12.9
2005-10-28,3.33,25.79,2.09,0.4,13.11
2005-10-29,5.14,27.33,1.93,0.37,11.98
2005-10-30,3.79,26.9,1.87,0.36,11.77
2005-10-31,12.42,26.22,1.52,0.3,9.58
2005-11-01,2.14,24.8,2.29,0.44,13.69
2005-11-02,5.4,25.83,2.23,0.43,13.47
2005-11-03,2.98,25.76,2.19,0.41,12.7
2005-11-04,7.91,26.51,2.41,0.46,14.57
2005-11-05,0.44,26.43,2.57,0.48,15.85
2005-11-06,3.54,26.61,2.54,0.48,15.38
2005-11-07,1.87,26.52,2.04,0.39,12.52
2005-11-08,0.14,27.08,2.8,0.52,17.2
2005-11-09,2.1,26.54,2.66,0.5,16.07
2005-11-10,4.65,26.62,2.76,0.52,16.28
2005-11-11,17.48,26.17,2.53,0.48,14.84
2005-11-12,0.97,26.93,3.05,0.56,17.42
2005-11-13,0.68,26.89,2.35,0.45,14.21
2005-11-14,1.97,26.36,2.82,0.52,16.81
2005-11-15,0.11,26.75,2.78,0.52,17.2
2005-11-16,1.03,26.98,2.62,0.5,16.62
2005-11-17,4.48,26.94,2.54,0.48,15.47
2005-11-18,0.45,26.85,2.45,0.47,14.7
2005-11-19,3.47,26.21,2.23,0.43,13.66
2005-11-20,10.08,24.64,1.85,0.36,11.36
2005-11-21,1.78,24.02,1.95,0.38,11.77
2005-11-22,0.71,25.93,2.25,0.44,13.86
2005-11-23,0.01,26.59,2.68,0.51,15.95
2005-11-24,7.16,26.69,2.15,0.41,12.2
2005-11-25,8.43,24.04,1.51,0.29,8.91
2005-11-26,7.17,24.26,0.8,0.16,5.36
2005-11-27,2.7,24.76,1.61,0.31,9.15
2005-11-28,8.03,23.91,2.33,0.45,13.77
2005-11-29,11.29,24.71,2.22,0.43,13.34
2005-11-30,6.71,24.04,2.14,0.41,13.06
2005-12-01,18.85,24.72,2.09,0.41,12.27
2005-12-02,5.41,24.28,2.34,0.45,14.15
2005-12-03,0.33,24.4,2.42,0.47,14.6
2005-12-04,0.33,25.41,2.41,0.46,15.08
2005-12-05,0.2,26.09,2.42,0.46,14.98
2005-12-06,0.33,26.26,2.01,0.39,12.85
2005-12-07,2.87,25.6,2.15,0.41,13.17
2005-12-08,9.64,25.58,1.93,0.38,11.55
2005-12-09,2.91,26.42,1.83,0.35,11.5
2005-12-10,24.38,24.69,2.11,0.41,13.17
2005-12-11,6.6,24.82,2.27,0.44,13.62
2005-12-12,2.2,24.87,1.55,0.3,9.45
2005-12-13,9.37,26.08,2.23,0.43,13.24
2005-12-14,17.66,24.75,2.05,0.4,12.45
2005-12-15,5.84,24.54,1.19,0.23,6.98
2005-12-16,2.14,24.27,1.82,0.35,10.59
2005-12-17,10.0,24.16,2.08,0.41,12.27
2005-12-18,3.59,24.14,2.07,0.4,11.84
2005-12-19,3.99,24.19,2.16,0.41,12.5
2005-12-20,6.27,23.84,2.24,0.44,13.17
2005-12-21,4.29,24.87,1.89,0.37,11.11
2005-12-22,3.02,24.48,1.8,0.35,10.68
2005-12-23,8.3,24.69,2.14,0.41,12.16
2005-12-24,1.19,23.86,1.91,0.37,11.41
2005-12-25,9.15,25.67,2.0,0.38,12.25
2005-12-26,10.46,24.93,1.86,0.36,11.11
2005-12-27,0.77,24.83,1.36,0.27,8.16
2005-12-28,1.73,24.05,1.24,0.24,7.37
2005-12-29,5.63,24.14,1.99,0.38,11.66
2005-12-30,6.49,24.38,1.88,0.36,11.12
2005-12-31,10.7,24.08,2.2,0.42,12.8
2006-01-01,3.11,23.55,2.43,0.46,14.16
2006-01-02,2.82,24.53,2.45,0.47,14.61
2006-01-03,17.08,24.26,1.76,0.34,10.02
2006-01-04,13.73,24.22,2.12,0.41,11.99
2006-01-05,1.06,25.08,2.25,0.43,12.87
2006-01-06,3.17,24.25,2.39,0.46,14.23
2006-01-07,4.67,25.45,2.3,0.44,13.64
2006-01-08,21.52,24.49,2.12,0.41,12.72
2006-01-09,4.99,24.23,2.06,0.4,12.06
2006-01-10,1.78,24.8,2.48,0.47,14.34
2006-01-11,10.73,25.28,2.23,0.43,13.46
2006-01-12,13.45,25.31,2.2,0.42,13.34
2006-01-13,25.87,24.52,2.15,0.41,12.7
2006-01-14,8.82,24.44,2.08,0.4,12.48
2006-01-15,14.22,24.8,1.84,0.35,10.79
2006-01-16,16.33,24.17,2.09,0.4,11.9
2006-01-17,24.04,23.8,1.91,0.37,10.91
2006-01-18,6.09,24.38,2.32,0.44,13.0
2006-01-19,1.36,23.96,2.53,0.48,14.21
2006-01-20,0.25,24.45,2.98,0.56,16.86
2006-01-21,0.8,24.62,2.52,0.48,14.12
2006-01-22,2.07,24.89,2.28,0.43,13.21
2006-01-23,57.43,24.12,1.46,0.27,8.28
2006-01-24,34.39,23.72,1.92,0.37,10.58
2006-01-25,10.42,23.9,1.91,0.37,10.62
2006-01-26,17.24,24.07,1.85,0.35,10.12
2006-01-27,12.81,23.74,1.51,0.29,8.38
2006-01-28,18.03,24.67,1.45,0.27,7.78
2006-01-29,18.45,24.42,1.88,0.36,10.55
2006-01-30,3.63,24.32,1.77,0.34,10.53
2006-01-31,10.22,24.74,2.2,0.41,12.72
2006-02-01,5.65,23.88,3.06,0.56,17.05
2006-02-02,5.59,24.79,2.64,0.5,15.3
2006-02-03,1.12,24.87,2.5,0.47,14.44
2006-02-04,1.33,24.81,2.1,0.4,12.43
2006-02-05,13.58,24.2,1.86,0.35,10.41
2006-02-06,25.93,23.84,2.29,0.43,12.38
2006-02-07,17.29,24.66,2.6,0.48,14.92
2006-02-08,5.78,24.19,2.31,0.44,13.02
2006-02-09,14.82,24.05,1.16,0.22,6.62
2006-02-10,9.25,24.19,2.16,0.4,11.38
2006-02-11,2.87,24.18,2.43,0.45,13.65
2006-02-12,1.94,24.98,3.08,0.57,17.56
2006-02-13,6.22,24.56,2.74,0.51,15.8
2006-02-14,0.31,25.21,2.56,0.48,14.21
2006-02-15,7.98,25.91,2.59,0.48,14.48
2006-02-16,5.55,25.62,2.62,0.48,15.15
2006-02-17,19.43,25.9,2.55,0.48,14.53
2006-02-18,32.35,25.3,2.09,0.39,11.73
2006-02-19,6.7,24.35,2.13,0.4,11.84
2006-02-20,14.28,25.1,2.5,0.47,13.94
2006-02-21,6.54,25.38,2.52,0.47,13.93
2006-02-22,9.64,25.14,2.02,0.38,11.3
2006-02-23,14.64,25.13,2.65,0.49,14.8
2006-02-24,6.12,25.57,2.52,0.48,14.37
2006-02-25,23.37,24.72,2.3,0.44,12.94
2006-02-26,26.8,24.55,2.21,0.41,12.33
2006-02-27,16.66,24.37,2.29,0.44,13.27
2006-02-28,9.25,23.88,2.11,0.4,11.7
2006-03-01,9.99,23.81,1.61,0.3,8.8
2006-03-02,2.92,23.93,2.12,0.4,11.95
2006-03-03,4.96,23.85,2.12,0.4,12.27
2006-03-04,4.28,24.44,2.21,0.42,13.27
2006-03-05,23.98,24.85,2.45,0.46,14.14
2006-03-06,0.86,23.88,2.33,0.45,13.05
2006-03-07,6.44,24.16,2.78,0.52,16.41
2006-03-08,2.68,25.16,2.84,0.53,16.66
2006-03-09,1.19,24.92,2.67,0.5,15.48
2006-03-10,9.3,24.51,2.26,0.43,12.69
2006-03-11,7.97,24.83,2.8,0.52,15.62
2006-03-12,7.22,25.45,2.68,0.5,15.66
2006-03-13,5.53,25.04,2.6,0.49,15.38
2006-03-14,1.66,24.19,2.96,0.55,16.78
2006-03-15,4.54,23.94,2.03,0.39,11.85
2006-03-16,10.28,23.75,2.26,0.43,13.71
2006-03-17,6.7,24.03,2.24,0.42,13.1
2006-03-18,1.39,24.94,2.23,0.42,12.81
2006-03-19,1.89,24.38,2.06,0.39,11.93
2006-03-20,33.34,23.73,1.91,0.37,10.7
2006-03-21,14.5,24.09,2.16,0.41,12.68
2006-03-22,11.26,23.88,2.32,0.44,13.26
2006-03-23,15.19,23.35,1.98,0.38,11.13
2006-03-24,30.53,24.06,2.02,0.38,11.75
2006-03-25,12.46,24.55,1.52,0.29,8.62
2006-03-26,8.85,24.81,2.28,0.43,13.25
2006-03-27,7.87,23.76,2.42,0.46,14.21
2006-03-28,3.83,24.05,2.48,0.47,14.54
2006-03-29,3.99,23.9,1.81,0.34,10.38
2006-03-30,0.71,24.19,2.04,0.39,11.73
2006-03-31,5.58,24.33,1.98,0.38,11.62
2006-04-01,4.85,23.8,1.84,0.35,10.83
2006-04-02,2.49,23.69,2.54,0.48,14.81
2006-04-03,6.06,23.83,2.37,0.45,14.38
2006-04-04,5.72,24.15,2.24,0.43,13.65
2006-04-05,0.52,23.89,2.42,0.46,14.43
2006-04-06,0.1,23.83,2.38,0.45,14.41
2006-04-07,7.53,24.41,2.54,0.48,15.62
2006-04-08,10.76,24.13,2.2,0.41,12.98
2006-04-09,6.08,24.37,2.02,0.39,12.15
2006-04-10,2.91,24.2,2.26,0.43,13.72
2006-04-11,18.13,25.23,2.07,0.41,12.91
2006-04-12,13.54,24.98,2.32,0.45,14.4
2006-04-13,28.89,24.34,1.84,0.36,11.38
2006-04-14,10.61,23.98,1.18,0.23,7.27
2006-04-15,1.72,25.34,2.24,0.43,13.93
2006-04-16,0.71,25.76,2.41,0.46,15.2
2006-04-17,0.66,25.33,2.11,0.41,13.16
2006-04-18,0.04,25.33,2.0,0.38,12.58
2006-04-19,11.43,25.0,2.06,0.4,12.84
2006-04-20,12.52,24.81,1.95,0.38,11.96
2006-04-21,2.85,25.27,1.82,0.35,11.52
2006-04-22,1.43,25.9,2.05,0.39,12.78
2006-04-23,3.27,25.4,2.01,0.39,12.78
2006-04-24,3.21,24.49,2.0,0.38,12.48
2006-04-25,23.5,24.16,1.91,0.38,12.27
2006-04-26,6.13,25.6,2.1,0.41,13.34
2006-04-27,5.8,25.55,2.12,0.41,13.63
2006-04-28,7.44,25.95,2.3,0.45,14.7
2006-04-29,7.16,26.01,2.04,0.39,13.72
2006-04-30,4.02,25.61,1.56,0.3,10.4
2006-05-01,12.87,25.21,1.98,0.38,13.19
2006-05-02,7.47,25.43,2.26,0.43,14.34
2006-05-03,0.17,25.3,2.23,0.43,14.58
2006-05-04,3.98,25.12,1.74,0.34,11.64
2006-05-05,3.71,25.15,2.12,0.41,14.27
2006-05-06,2.74,25.07,1.84,0.36,12.2
2006-05-07,4.03,24.65,1.97,0.38,13.04
2006-05-08,1.7,25.77,2.09,0.41,14.4
2006-05-09,0.6,25.22,1.49,0.3,10.62
2006-05-10,0.13,25.54,1.98,0.38,13.83
2006-05-11,3.6,25.19,1.85,0.36,13.23
2006-05-12,7.1,24.38,1.84,0.36,12.7
2006-05-13,0.06,25.77,1.99,0.39,14.38
2006-05-14,0.0,25.21,2.04,0.4,14.35
2006-05-15,3.87,24.65,2.04,0.4,14.46
2006-05-16,1.84,24.91,1.93,0.38,13.6
2006-05-17,0.41,24.34,1.8,0.35,12.28
2006-05-18,0.01,24.4,1.91,0.37,13.47
2006-05-19,7.37,25.11,1.64,0.32,11.27
2006-05-20,2.38,24.76,1.59,0.31,10.81
2006-05-21,11.95,23.75,1.34,0.27,9.21
2006-05-22,2.13,24.49,0.91,0.18,6.2
2006-05-23,0.01,24.38,1.8,0.35,12.7
2006-05-24,1.01,24.38,1.6,0.31,11.34
2006-05-25,0.52,24.65,1.99,0.38,13.59
2006-05-26,6.86,25.35,1.96,0.38,13.63
2006-05-27,6.55,24.35,1.71,0.34,11.56
2006-05-28,1.26,24.5,1.49,0.29,10.06
2006-05-29,0.49,24.15,1.34,0.27,8.95
2006-05-30,0.31,24.37,1.82,0.35,12.84
2006-05-31,0.49,24.72,1.77,0.34,12.11
2006-06-01,0.7,24.88,1.95,0.38,13.41
2006-06-02,2.61,25.19,1.62,0.31,10.91
2006-06-03,7.47,24.2,1.54,0.3,10.79
2006-06-04,2.05,24.61,1.87,0.36,13.32
2006-06-05,6.14,23.7,1.37,0.27,9.65
2006-06-06,7.12,23.63,1.66,0.32,11.43
2006-06-07,7.5,23.26,0.93,0.18,6.14
2006-06-08,0.17,24.05,1.79,0.34,12.33
2006-06-09,0.02,24.52,1.88,0.37,13.36
2006-06-10,0.0,23.92,2.04,0.39,14.16
2006-06-11,0.0,24.12,1.97,0.38,13.5
2006-06-12,0.0,24.24,1.85,0.35,12.72
2006-06-13,0.0,24.46,1.91,0.37,13.03
2006-06-14,1.24,25.16,1.99,0.38,13.04
2006-06-15,0.03,25.26,2.1,0.4,13.57
2006-06-16,0.0,24.76,1.89,0.36,12.52
2006-06-17,0.0,24.62,1.88,0.36,12.98
2006-06-18,0.0,23.45,2.05,0.39,14.3
2006-06-19,0.0,23.8,1.94,0.38,13.52
2006-06-20,0.0,23.98,1.99,0.38,13.7
2006-06-21,1.21,24.65,1.82,0.35,12.9
2006-06-22,3.83,25.02,1.61,0.31,11.8
2006-06-23,2.28,25.08,1.67,0.32,11.89
2006-06-24,0.2,24.63,1.76,0.34,12.01
2006-06-25,0.0,23.97,1.8,0.35,12.67
2006-06-26,0.0,23.06,1.99,0.38,13.91
2006-06-27,0.0,23.39,2.01,0.38,13.82
2006-06-28,0.0,23.7,1.96,0.38,13.51
2006-06-29,0.0,23.24,1.83,0.35,13.12
2006-06-30,0.0,23.6,1.73,0.34,12.55
2006-07-01,0.0,23.87,1.56,0.3,10.85
2006-07-02,0.0,23.99,1.66,0.32,11.63
2006-07-03,0.33,23.61,1.71,0.33,11.96
2006-07-04,0.02,24.12,1.74,0.34,12.52
2006-07-05,0.0,24.44,1.81,0.35,12.84
2006-07-06,0.0,24.65,1.77,0.34,12.17
2006-07-07,0.0,24.78,1.65,0.31,10.98
2006-07-08,0.0,24.74,1.66,0.32,11.71
2006-07-09,0.0,24.87,1.68,0.32,11.77
2006-07-10,0.79,24.7,1.62,0.31,11.71
2006-07-11,0.04,24.51,1.7,0.33,12.12
2006-07-12,0.0,23.96,1.84,0.35,12.7
2006-07-13,0.5,24.22,1.65,0.32,11.21
2006-07-14,0.1,23.64,1.6,0.31,11.48
2006-07-15,0.0,23.72,1.73,0.34,11.99
2006-07-16,0.0,24.3,1.69,0.33,11.85
2006-07-17,0.03,24.51,1.66,0.32,11.85
2006-07-18,3.09,24.37,1.71,0.33,12.32
2006-07-19,4.63,24.63,1.67,0.32,11.91
2006-07-20,4.71,23.27,1.45,0.28,10.06
2006-07-21,1.55,24.14,1.91,0.37,13.12
2006-07-22,0.97,24.63,1.7,0.33,11.5
2006-07-23,0.14,24.48,1.67,0.33,11.61
2006-07-24,1.33,24.85,1.88,0.36,13.03
2006-07-25,0.12,24.29,1.95,0.38,13.62
2006-07-26,0.0,24.01,2.12,0.41,14.8
2006-07-27,0.0,24.04,1.99,0.38,13.92
2006-07-28,0.27,25.23,1.52,0.3,10.41
2006-07-29,3.3,25.16,1.81,0.35,12.48
2006-07-30,7.51,25.09,1.85,0.36,12.59
2006-07-31,2.77,25.12,2.15,0.41,14.32
2006-08-01,1.22,24.51,2.01,0.39,13.5
