YEAR,MO,DY,PRECTOTCORR,TS,ALLSKY_SFC_UV_INDEX,ALLSKY_SFC_UVB,ALLSKY_SFC_UVA
1990,11,30,7.34,25.33,-999,-999,-999
1990,12,1,0.98,26.94,-999,-999,-999
1990,12,2,16.79,25.93,-999,-999,-999
1990,12,3,9.04,24.7,-999,-999,-999
1990,12,4,26.76,26.28,-999,-999,-999
1990,12,5,7.22,24.84,-999,-999,-999
1990,12,6,3.27,26.52,-999,-999,-999
1990,12,7,3.27,26,-999,-999,-999
1990,12,8,7.2,25.98,-999,-999,-999
1990,12,9,7.42,25.06,-999,-999,-999
1990,12,10,2.98,26.62,-999,-999,-999
1990,12,11,20.55,24.4,-999,-999,-999
1990,12,12,6.8,25.94,-999,-999,-999
1990,12,13,2.48,25.92,-999,-999,-999
1990,12,14,11.28,26.14,-999,-999,-999
1990,12,15,9.38,24.91,-999,-999,-999
1990,12,16,1.26,25.87,-999,-999,-999
1990,12,17,2.38,26.22,-999,-999,-999
1990,12,18,1.6,24.54,-999,-999,-999
1990,12,19,3.75,25.76,-999,-999,-999
1990,12,20,10.45,24.86,-999,-999,-999
1990,12,21,3.97,24.63,-999,-999,-999
1990,12,22,7.56,24.26,-999,-999,-999
1990,12,23,12.49,24.19,-999,-999,-999
1990,12,24,4.29,24.58,-999,-999,-999
1990,12,25,4.6,25.14,-999,-999,-999
1990,12,26,5.36,25.39,-999,-999,-999
1990,12,27,10.02,24.44,-999,-999,-999
1990,12,28,7.63,24.7,-999,-999,-999
1990,12,29,11.53,25.05,-999,-999,-999
1990,12,30,6.48,24.12,-999,-999,-999
1990,12,31,22.71,24.08,-999,-999,-999
1991,1,1,9.79,24.61,-999,-999,-999
1991,1,2,2.79,24.39,-999,-999,-999
1991,1,3,7.59,24.29,-999,-999,-999
1991,1,4,0.89,25.92,-999,-999,-999
1991,1,5,3.12,25.64,-999,-999,-999
1991,1,6,6.11,24.64,-999,-999,-999
1991,1,7,13.4,24.53,-999,-999,-999
1991,1,8,38.85,23.94,-999,-999,-999
1991,1,9,30.46,24.92,-999,-999,-999
1991,1,10,11.6,24.8,-999,-999,-999
1991,1,11,5.73,25.01,-999,-999,-999
1991,1,12,7.56,24.5,-999,-999,-999
1991,1,13,18.39,25.48,-999,-999,-999
1991,1,14,18.42,24.07,-999,-999,-999
1991,1,15,11.65,24.8,-999,-999,-999
1991,1,16,3.31,25.37,-999,-999,-999
1991,1,17,28.45,25.15,-999,-999,-999
1991,1,18,11.06,24.98,-999,-999,-999
1991,1,19,1.61,24.26,-999,-999,-999
1991,1,20,0.36,24.84,-999,-999,-999
1991,1,21,1.93,24.46,-999,-999,-999
1991,1,22,0.69,24.93,-999,-999,-999
1991,1,23,3.53,24.3,-999,-999,-999
1991,1,24,7.18,24.32,-999,-999,-999
1991,1,25,4.96,24.72,-999,-999,-999
1991,1,26,1.19,25.39,-999,-999,-999
1991,1,27,3.15,25.54,-999,-999,-999
1991,1,28,4.28,25.11,-999,-999,-999
1991,1,29,16.41,24.4,-999,-999,-999
1991,1,30,18.19,23.75,-999,-999,-999
1991,1,31,9.34,24.15,-999,-999,-999
1991,2,1,6.82,24.14,-999,-999,-999
1991,2,2,8.68,23.88,-999,-999,-999
1991,2,3,7.59,23.65,-999,-999,-999
1991,2,4,9.27,23.79,-999,-999,-999
1991,2,5,28.22,23.72,-999,-999,-999
1991,2,6,10.4,23.6,-999,-999,-999
1991,2,7,1.23,24.16,-999,-999,-999
1991,2,8,16.18,23.57,-999,-999,-999
1991,2,9,4.44,24.66,-999,-999,-999
1991,2,10,2.98,23.94,-999,-999,-999
1991,2,11,3.27,24.1,-999,-999,-999
1991,2,12,5.82,24.55,-999,-999,-999
1991,2,13,2.69,24.83,-999,-999,-999
1991,2,14,0.9,24.37,-999,-999,-999
1991,2,15,5.89,24.74,-999,-999,-999
1991,2,16,13.59,24.64,-999,-999,-999
1991,2,17,7.23,24.23,-999,-999,-999
1991,2,18,4.6,23.86,-999,-999,-999
1991,2,19,11.85,23.69,-999,-999,-999
1991,2,20,7.04,23.67,-999,-999,-999
1991,2,21,1.32,24.55,-999,-999,-999
1991,2,22,14.43,23.63,-999,-999,-999
1991,2,23,13.73,22.95,-999,-999,-999
1991,2,24,23.77,23.62,-999,-999,-999
1991,2,25,11.41,23.94,-999,-999,-999
1991,2,26,5.47,24.44,-999,-999,-999
1991,2,27,7.84,24.98,-999,-999,-999
1991,2,28,2.2,26.19,-999,-999,-999
1991,3,1,2.81,24.53,-999,-999,-999
1991,3,2,0.72,25.39,-999,-999,-999
1991,3,3,19.29,25.96,-999,-999,-999
1991,3,4,0.06,26.25,-999,-999,-999
1991,3,5,0,25.9,-999,-999,-999
1991,3,6,1.12,24.81,-999,-999,-999
1991,3,7,0.77,24.65,-999,-999,-999
1991,3,8,2.6,24.54,-999,-999,-999
1991,3,9,2.37,25.62,-999,-999,-999
1991,3,10,11.35,25.92,-999,-999,-999
1991,3,11,12.86,24.8,-999,-999,-999
1991,3,12,8.01,24.67,-999,-999,-999
1991,3,13,0.93,24.31,-999,-999,-999
1991,3,14,0.08,25.59,-999,-999,-999
1991,3,15,27.63,25.01,-999,-999,-999
1991,3,16,8.05,24.26,-999,-999,-999
1991,3,17,27.97,24.32,-999,-999,-999
1991,3,18,27.38,24.97,-999,-999,-999
1991,3,19,15.79,24.57,-999,-999,-999
1991,3,20,6.82,24.92,-999,-999,-999
1991,3,21,24.73,24.39,-999,-999,-999
1991,3,22,3.14,24.33,-999,-999,-999
1991,3,23,13.58,24.47,-999,-999,-999
1991,3,24,3.38,24.58,-999,-999,-999
1991,3,25,0,24.8,-999,-999,-999
1991,3,26,0.04,25.08,-999,-999,-999
1991,3,27,1.36,25.62,-999,-999,-999
1991,3,28,1.3,25.64,-999,-999,-999
1991,3,29,8.14,25.16,-999,-999,-999
1991,3,30,20.82,23.87,-999,-999,-999
1991,3,31,6.5,25.04,-999,-999,-999
1991,4,1,5.67,25.12,-999,-999,-999
1991,4,2,4.97,24.5,-999,-999,-999
1991,4,3,2.55,24.62,-999,-999,-999
1991,4,4,5.58,24.3,-999,-999,-999
1991,4,5,1.69,24.77,-999,-999,-999
1991,4,6,1.12,25.15,-999,-999,-999
1991,4,7,0.3,24.48,-999,-999,-999
1991,4,8,0,25.37,-999,-999,-999
1991,4,9,1.07,24.76,-999,-999,-999
1991,4,10,1.74,24.93,-999,-999,-999
1991,4,11,0.39,24.83,-999,-999,-999
1991,4,12,0.05,24.35,-999,-999,-999
1991,4,13,0.06,24.15,-999,-999,-999
1991,4,14,1.88,24.81,-999,-999,-999
1991,4,15,10.33,24.95,-999,-999,-999
1991,4,16,15.89,24.96,-999,-999,-999
1991,4,17,4.18,24.74,-999,-999,-999
1991,4,18,0.68,24.04,-999,-999,-999
1991,4,19,0.31,25.55,-999,-999,-999
1991,4,20,0.24,25.37,-999,-999,-999
1991,4,21,11.41,24.52,-999,-999,-999
1991,4,22,8.92,24.37,-999,-999,-999
1991,4,23,0,24.05,-999,-999,-999
1991,4,24,26.28,24.64,-999,-999,-999
1991,4,25,16.32,24.37,-999,-999,-999
1991,4,26,1.16,25.57,-999,-999,-999
1991,4,27,0.28,25.54,-999,-999,-999
1991,4,28,0.1,26.01,-999,-999,-999
1991,4,29,0,24.95,-999,-999,-999
1991,4,30,33.77,24.48,-999,-999,-999
1991,5,1,14.82,24.97,-999,-999,-999
1991,5,2,9.25,24.98,-999,-999,-999
1991,5,3,0.51,25.09,-999,-999,-999
1991,5,4,5.22,25.26,-999,-999,-999
1991,5,5,0.97,25.33,-999,-999,-999
1991,5,6,0.01,25.65,-999,-999,-999
1991,5,7,0.12,24.95,-999,-999,-999
1991,5,8,0,25.59,-999,-999,-999
1991,5,9,3.66,25.46,-999,-999,-999
1991,5,10,0.91,24.12,-999,-999,-999
1991,5,11,0.08,24.75,-999,-999,-999
1991,5,12,0.12,24.34,-999,-999,-999
1991,5,13,0.21,24.23,-999,-999,-999
1991,5,14,0.01,24.36,-999,-999,-999
1991,5,15,0,24.3,-999,-999,-999
1991,5,16,0.27,24.98,-999,-999,-999
1991,5,17,0.87,25.44,-999,-999,-999
1991,5,18,0.12,25.33,-999,-999,-999
1991,5,19,0.02,25.65,-999,-999,-999
1991,5,20,0.5,25.53,-999,-999,-999
1991,5,21,0.01,24.93,-999,-999,-999
1991,5,22,0,25.26,-999,-999,-999
1991,5,23,0.01,24.64,-999,-999,-999
1991,5,24,14.85,24.73,-999,-999,-999
1991,5,25,3.06,24.34,-999,-999,-999
1991,5,26,6.08,24.22,-999,-999,-999
1991,5,27,0.43,25.08,-999,-999,-999
1991,5,28,0.29,25.19,-999,-999,-999
1991,5,29,0.01,24.87,-999,-999,-999
1991,5,30,0.48,24.4,-999,-999,-999
1991,5,31,0.87,24.65,-999,-999,-999
1991,6,1,0.02,25.01,-999,-999,-999
1991,6,2,0.57,24.15,-999,-999,-999
1991,6,3,0.53,25.56,-999,-999,-999
1991,6,4,2.3,26.09,-999,-999,-999
1991,6,5,0.05,25.69,-999,-999,-999
1991,6,6,0,23.69,-999,-999,-999
1991,6,7,1.02,23.52,-999,-999,-999
1991,6,8,0.14,23.97,-999,-999,-999
1991,6,9,0.02,23.55,-999,-999,-999
1991,6,10,0.02,23.9,-999,-999,-999
1991,6,11,0,24.4,-999,-999,-999
1991,6,12,0.2,24.9,-999,-999,-999
1991,6,13,0.16,25.13,-999,-999,-999
1991,6,14,0,25.05,-999,-999,-999
1991,6,15,1.75,25.4,-999,-999,-999
1991,6,16,0.35,25.32,-999,-999,-999
1991,6,17,3.53,25.09,-999,-999,-999
1991,6,18,2.7,24.49,-999,-999,-999
1991,6,19,0.03,24.83,-999,-999,-999
1991,6,20,0,24.82,-999,-999,-999
1991,6,21,1.11,24.25,-999,-999,-999
1991,6,22,0.02,25.05,-999,-999,-999
1991,6,23,0,24.81,-999,-999,-999
1991,6,24,0,24.23,-999,-999,-999
1991,6,25,0,23.48,-999,-999,-999
1991,6,26,0,24.48,-999,-999,-999
1991,6,27,0,25.13,-999,-999,-999
1991,6,28,0.18,23.46,-999,-999,-999
1991,6,29,0.14,23.49,-999,-999,-999
1991,6,30,0.13,23.96,-999,-999,-999
1991,7,1,0.02,24.04,-999,-999,-999
1991,7,2,0,23.71,-999,-999,-999
1991,7,3,2.94,24.45,-999,-999,-999
1991,7,4,0.15,24.41,-999,-999,-999
1991,7,5,0,23.33,-999,-999,-999
1991,7,6,0,23.42,-999,-999,-999
1991,7,7,0,23.33,-999,-999,-999
1991,7,8,0,23.73,-999,-999,-999
1991,7,9,0,23.48,-999,-999,-999
1991,7,10,0,23.29,-999,-999,-999
1991,7,11,0,23.98,-999,-999,-999
1991,7,12,0,24.15,-999,-999,-999
1991,7,13,0,23.61,-999,-999,-999
1991,7,14,0,23.98,-999,-999,-999
1991,7,15,0.25,24.36,-999,-999,-999
1991,7,16,0.22,25.22,-999,-999,-999
1991,7,17,0.01,24.58,-999,-999,-999
1991,7,18,0,25.1,-999,-999,-999
1991,7,19,0,25.23,-999,-999,-999
1991,7,20,0,24.67,-999,-999,-999
1991,7,21,0,24.36,-999,-999,-999
1991,7,22,0,24.67,-999,-999,-999
1991,7,23,3.11,24.37,-999,-999,-999
1991,7,24,0.85,24.56,-999,-999,-999
1991,7,25,0,24.68,-999,-999,-999
1991,7,26,0,24.47,-999,-999,-999
1991,7,27,0,24.42,-999,-999,-999
1991,7,28,0,24.44,-999,-999,-999
1991,7,29,0,25.14,-999,-999,-999
1991,7,30,0,25.43,-999,-999,-999
1991,7,31,0.01,25.37,-999,-999,-999
1991,8,1,0.27,25.04,-999,-999,-999
1991,8,2,0,24.97,-999,-999,-999
1991,8,3,0,23.36,-999,-999,-999
1991,8,4,0,23.07,-999,-999,-999
1991,8,5,0,23.23,-999,-999,-999
1991,8,6,0,23.55,-999,-999,-999
1991,8,7,0.15,24.03,-999,-999,-999
1991,8,8,0.01,24.81,-999,-999,-999
1991,8,9,0,25.43,-999,-999,-999
1991,8,10,0,24.04,-999,-999,-999
1991,8,11,0,24.35,-999,-999,-999
1991,8,12,0,25.28,-999,-999,-999
1991,8,13,0,24.86,-999,-999,-999
1991,8,14,0,25.68,-999,-999,-999
1991,8,15,0,25.23,-999,-999,-999
1991,8,16,0,24.55,-999,-999,-999
1991,8,17,0,24.26,-999,-999,-999
1991,8,18,0,24.41,-999,-999,-999
1991,8,19,0,24.19,-999,-999,-999
1991,8,20,0,24.54,-999,-999,-999
1991,8,21,0,25.12,-999,-999,-999
1991,8,22,0,25.6,-999,-999,-999
1991,8,23,0,25.51,-999,-999,-999
1991,8,24,0.02,25.89,-999,-999,-999
1991,8,25,0,25.82,-999,-999,-999
1991,8,26,0,26.31,-999,-999,-999
1991,8,27,0,26.51,-999,-999,-999
1991,8,28,0,25.83,-999,-999,-999
1991,8,29,0,26.12,-999,-999,-999
1991,8,30,0,25.9,-999,-999,-999
1991,8,31,0,25.65,-999,-999,-999
1991,9,1,0.02,26.76,-999,-999,-999
1991,9,2,1.74,26.54,-999,-999,-999
1991,9,3,2.06,26.81,-999,-999,-999
1991,9,4,0.48,26.51,-999,-999,-999
1991,9,5,0.01,26.3,-999,-999,-999
1991,9,6,0,26.48,-999,-999,-999
1991,9,7,0,26.32,-999,-999,-999
1991,9,8,0,26.54,-999,-999,-999
1991,9,9,0,26.88,-999,-999,-999
1991,9,10,0,27.15,-999,-999,-999
1991,9,11,0,27.32,-999,-999,-999
1991,9,12,0,26.87,-999,-999,-999
1991,9,13,1.88,26.08,-999,-999,-999
1991,9,14,0.86,25.91,-999,-999,-999
1991,9,15,0,25.92,-999,-999,-999
1991,9,16,0,26.81,-999,-999,-999
1991,9,17,0,26.86,-999,-999,-999
1991,9,18,0,26.69,-999,-999,-999
1991,9,19,0,26.32,-999,-999,-999
1991,9,20,0,26.77,-999,-999,-999
1991,9,21,0,27.34,-999,-999,-999
1991,9,22,0.09,27.44,-999,-999,-999
1991,9,23,0.02,28.22,-999,-999,-999
1991,9,24,2.13,28.38,-999,-999,-999
1991,9,25,1.03,27.9,-999,-999,-999
1991,9,26,0.03,28.17,-999,-999,-999
1991,9,27,0,28.4,-999,-999,-999
1991,9,28,0,28.23,-999,-999,-999
1991,9,29,0,28.31,-999,-999,-999
1991,9,30,0.3,27.33,-999,-999,-999
1991,10,1,0.02,27.99,-999,-999,-999
1991,10,2,0,28.61,-999,-999,-999
1991,10,3,0,28.76,-999,-999,-999
1991,10,4,0,28.66,-999,-999,-999
1991,10,5,0,28.87,-999,-999,-999
1991,10,6,0,28.69,-999,-999,-999
1991,10,7,0,28.37,-999,-999,-999
1991,10,8,0,27.98,-999,-999,-999
1991,10,9,0.01,28.73,-999,-999,-999
1991,10,10,0,28.57,-999,-999,-999
1991,10,11,0.02,28.58,-999,-999,-999
1991,10,12,0,28.39,-999,-999,-999
1991,10,13,0,28.54,-999,-999,-999
1991,10,14,0.04,28.56,-999,-999,-999
1991,10,15,10.75,28.23,-999,-999,-999
1991,10,16,1.31,26.66,-999,-999,-999
1991,10,17,1.37,27.73,-999,-999,-999
1991,10,18,1.65,28.06,-999,-999,-999
1991,10,19,1.32,26.14,-999,-999,-999
1991,10,20,2.47,27.69,-999,-999,-999
1991,10,21,0.39,28.33,-999,-999,-999
1991,10,22,0.06,28.61,-999,-999,-999
1991,10,23,0,28.97,-999,-999,-999
1991,10,24,0.29,28.66,-999,-999,-999
1991,10,25,0.76,28.67,-999,-999,-999
1991,10,26,0.03,29.22,-999,-999,-999
1991,10,27,0.37,29.01,-999,-999,-999
1991,10,28,0.12,29.5,-999,-999,-999
1991,10,29,0.01,28.73,-999,-999,-999
1991,10,30,3.72,28.44,-999,-999,-999
1991,10,31,11.84,28.7,-999,-999,-999
1991,11,1,1.73,28.45,-999,-999,-999
1991,11,2,0.25,29.11,-999,-999,-999
1991,11,3,13.61,27.83,-999,-999,-999
1991,11,4,20.59,26.26,-999,-999,-999
1991,11,5,19.44,26.16,-999,-999,-999
1991,11,6,7.05,25.64,-999,-999,-999
1991,11,7,13.87,26,-999,-999,-999
1991,11,8,7.17,23.62,-999,-999,-999
1991,11,9,6.31,24.65,-999,-999,-999
1991,11,10,1.67,25.43,-999,-999,-999
1991,11,11,2.07,26.4,-999,-999,-999
1991,11,12,0.34,25.88,-999,-999,-999
1991,11,13,8.49,24.69,-999,-999,-999
1991,11,14,6.93,24.67,-999,-999,-999
1991,11,15,13.46,25.51,-999,-999,-999
1991,11,16,3.45,24.88,-999,-999,-999
1991,11,17,9.08,24.9,-999,-999,-999
1991,11,18,1.32,26.87,-999,-999,-999
1991,11,19,0.2,27.34,-999,-999,-999
1991,11,20,0.08,27.99,-999,-999,-999
1991,11,21,0.03,26.58,-999,-999,-999
1991,11,22,0,25.23,-999,-999,-999
1991,11,23,4.54,25.76,-999,-999,-999
1991,11,24,6.32,24.66,-999,-999,-999
1991,11,25,11.66,25.09,-999,-999,-999
1991,11,26,8.26,27.12,-999,-999,-999
1991,11,27,15.09,24.8,-999,-999,-999
1991,11,28,8.47,25.61,-999,-999,-999
1991,11,29,6.82,24.81,-999,-999,-999
1991,11,30,16.32,26.48,-999,-999,-999
1991,12,1,9.92,25.65,-999,-999,-999
1991,12,2,8.01,24.44,-999,-999,-999
1991,12,3,23.4,25.12,-999,-999,-999
1991,12,4,4.32,25.02,-999,-999,-999
1991,12,5,3.04,24.44,-999,-999,-999
1991,12,6,11.59,24.19,-999,-999,-999
1991,12,7,8.59,24.65,-999,-999,-999
1991,12,8,5.07,24.29,-999,-999,-999
1991,12,9,8,24.82,-999,-999,-999
1991,12,10,3.59,25.36,-999,-999,-999
1991,12,11,12.84,26.33,-999,-999,-999
1991,12,12,4.82,25.42,-999,-999,-999
1991,12,13,4.28,25.4,-999,-999,-999
1991,12,14,6.34,25.11,-999,-999,-999
1991,12,15,19.07,25.23,-999,-999,-999
1991,12,16,0.68,26.89,-999,-999,-999
1991,12,17,5.19,26.83,-999,-999,-999
1991,12,18,1.39,27.12,-999,-999,-999
1991,12,19,1.33,26.68,-999,-999,-999
1991,12,20,4.74,27.14,-999,-999,-999
1991,12,21,7.85,25.47,-999,-999,-999
1991,12,22,3.54,26.17,-999,-999,-999
1991,12,23,5.76,25.53,-999,-999,-999
1991,12,24,3.85,24.92,-999,-999,-999
1991,12,25,4.09,25.01,-999,-999,-999
1991,12,26,10.55,25.95,-999,-999,-999
1991,12,27,15.09,24.47,-999,-999,-999
1991,12,28,1.59,24.75,-999,-999,-999
1991,12,29,1.67,23.81,-999,-999,-999
1991,12,30,0.88,24.33,-999,-999,-999
1991,12,31,12.44,25.68,-999,-999,-999
1992,1,1,3.09,25.36,-999,-999,-999
1992,1,2,5.83,23.95,-999,-999,-999
1992,1,3,4.02,24.76,-999,-999,-999
1992,1,4,5.57,25.65,-999,-999,-999
1992,1,5,0.16,26.05,-999,-999,-999
1992,1,6,8.08,25.54,-999,-999,-999
1992,1,7,5.02,24.38,-999,-999,-999
1992,1,8,0.38,24.94,-999,-999,-999
1992,1,9,1.56,23.95,-999,-999,-999
1992,1,10,14.41,24.86,-999,-999,-999
1992,1,11,4.2,23.9,-999,-999,-999
1992,1,12,9.11,24.55,-999,-999,-999
1992,1,13,7.32,23.92,-999,-999,-999
1992,1,14,8,24.82,-999,-999,-999
1992,1,15,1.39,23.85,-999,-999,-999
1992,1,16,0.26,25.44,-999,-999,-999
1992,1,17,0.03,26.12,-999,-999,-999
1992,1,18,1.52,25.49,-999,-999,-999
1992,1,19,0.38,25.9,-999,-999,-999
1992,1,20,5.12,25.62,-999,-999,-999
1992,1,21,13.97,24.44,-999,-999,-999
1992,1,22,8.09,23.56,-999,-999,-999
1992,1,23,13.93,23.69,-999,-999,-999
1992,1,24,17.12,23.64,-999,-999,-999
1992,1,25,2.84,23.94,-999,-999,-999
1992,1,26,0.34,25.12,-999,-999,-999
1992,1,27,4.34,25.88,-999,-999,-999
1992,1,28,12.05,25.54,-999,-999,-999
1992,1,29,16.28,24.86,-999,-999,-999
1992,1,30,8.69,25.68,-999,-999,-999
1992,1,31,6.66,24.72,-999,-999,-999
1992,2,1,8.96,24.15,-999,-999,-999
1992,2,2,3.67,23.33,-999,-999,-999
1992,2,3,2.71,23.94,-999,-999,-999
1992,2,4,13.47,24.38,-999,-999,-999
1992,2,5,3.36,25.08,-999,-999,-999
1992,2,6,10.59,24.89,-999,-999,-999
1992,2,7,4.33,24.41,-999,-999,-999
1992,2,8,14.97,25.13,-999,-999,-999
1992,2,9,8.96,24.26,-999,-999,-999
1992,2,10,3.5,23.74,-999,-999,-999
1992,2,11,3.7,25.01,-999,-999,-999
1992,2,12,5.06,24.19,-999,-999,-999
1992,2,13,1.89,24.81,-999,-999,-999
1992,2,14,2.11,25.01,-999,-999,-999
1992,2,15,1.39,25.72,-999,-999,-999
1992,2,16,3.83,25.42,-999,-999,-999
1992,2,17,6.87,24.76,-999,-999,-999
1992,2,18,8.82,24.33,-999,-999,-999
1992,2,19,0.93,24.07,-999,-999,-999
1992,2,20,1.25,24.18,-999,-999,-999
1992,2,21,15.16,24.6,-999,-999,-999
1992,2,22,17.74,23.73,-999,-999,-999
1992,2,23,15.28,23.76,-999,-999,-999
1992,2,24,13.1,24.01,-999,-999,-999
1992,2,25,9.92,24.62,-999,-999,-999
1992,2,26,10.73,23.91,-999,-999,-999
1992,2,27,14.8,23.57,-999,-999,-999
1992,2,28,14.96,23.44,-999,-999,-999
1992,2,29,12.31,24.83,-999,-999,-999
1992,3,1,9.31,23.67,-999,-999,-999
1992,3,2,4.48,25.11,-999,-999,-999
1992,3,3,7.7,25.12,-999,-999,-999
1992,3,4,4.84,25.51,-999,-999,-999
1992,3,5,8.26,25.82,-999,-999,-999
1992,3,6,15.81,25.77,-999,-999,-999
1992,3,7,9.27,24.92,-999,-999,-999
1992,3,8,27.25,25.69,-999,-999,-999
1992,3,9,3.06,26.12,-999,-999,-999
1992,3,10,0.45,24.7,-999,-999,-999
1992,3,11,3.78,24.62,-999,-999,-999
1992,3,12,6.6,23.89,-999,-999,-999
1992,3,13,1.3,25.34,-999,-999,-999
1992,3,14,7.3,25.01,-999,-999,-999
1992,3,15,1.18,25.39,-999,-999,-999
1992,3,16,5.38,24.74,-999,-999,-999
1992,3,17,16.69,25.5,-999,-999,-999
1992,3,18,2.26,25.15,-999,-999,-999
1992,3,19,29.6,25.51,-999,-999,-999
1992,3,20,13.08,25.84,-999,-999,-999
1992,3,21,5.03,25.48,-999,-999,-999
1992,3,22,6.45,25.17,-999,-999,-999
1992,3,23,2.31,25.53,-999,-999,-999
1992,3,24,6.08,25.25,-999,-999,-999
1992,3,25,4.91,25.8,-999,-999,-999
1992,3,26,4.32,25.98,-999,-999,-999
1992,3,27,1.88,26.05,-999,-999,-999
1992,3,28,4.69,25.33,-999,-999,-999
1992,3,29,7.41,25.26,-999,-999,-999
1992,3,30,5.12,25.76,-999,-999,-999
1992,3,31,9.25,25.41,-999,-999,-999
1992,4,1,19.36,24.58,-999,-999,-999
1992,4,2,11.25,25.3,-999,-999,-999
1992,4,3,18.76,24.23,-999,-999,-999
1992,4,4,19.09,24.55,-999,-999,-999
1992,4,5,2.08,24.93,-999,-999,-999
1992,4,6,0.66,25.56,-999,-999,-999
1992,4,7,6.7,24.92,-999,-999,-999
1992,4,8,2.49,25.03,-999,-999,-999
1992,4,9,0.6,23.8,-999,-999,-999
1992,4,10,0.63,24.82,-999,-999,-999
1992,4,11,20.5,25.52,-999,-999,-999
1992,4,12,3.3,25.59,-999,-999,-999
1992,4,13,2.91,26.15,-999,-999,-999
1992,4,14,4.14,25.07,-999,-999,-999
1992,4,15,0.97,25.49,-999,-999,-999
1992,4,16,2.39,24.78,-999,-999,-999
1992,4,17,1.98,25.84,-999,-999,-999
1992,4,18,12.37,25.23,-999,-999,-999
1992,4,19,4.41,24.44,-999,-999,-999
1992,4,20,0.23,25.08,-999,-999,-999
1992,4,21,0.52,25.55,-999,-999,-999
1992,4,22,23.51,24.58,-999,-999,-999
1992,4,23,15.25,24.17,-999,-999,-999
1992,4,24,13.92,24.55,-999,-999,-999
1992,4,25,1.1,25.39,-999,-999,-999
1992,4,26,0,24.45,-999,-999,-999
1992,4,27,8.31,24.83,-999,-999,-999
1992,4,28,13.29,25.52,-999,-999,-999
1992,4,29,2.01,24.8,-999,-999,-999
1992,4,30,7.6,25.54,-999,-999,-999
1992,5,1,0.72,25.27,-999,-999,-999
1992,5,2,5.7,25.51,-999,-999,-999
1992,5,3,4.93,24.58,-999,-999,-999
1992,5,4,0.73,24.94,-999,-999,-999
1992,5,5,0.45,25.46,-999,-999,-999
1992,5,6,0.66,25.09,-999,-999,-999
1992,5,7,0.46,25.34,-999,-999,-999
1992,5,8,27.75,24.23,-999,-999,-999
1992,5,9,5.41,25.2,-999,-999,-999
1992,5,10,42.18,25.33,-999,-999,-999
1992,5,11,8.2,24.63,-999,-999,-999
1992,5,12,0,25.02,-999,-999,-999
1992,5,13,17.75,25.06,-999,-999,-999
1992,5,14,5.13,24.48,-999,-999,-999
1992,5,15,0,24.11,-999,-999,-999
1992,5,16,0,25.61,-999,-999,-999
1992,5,17,0.03,25.94,-999,-999,-999
1992,5,18,0.15,25.48,-999,-999,-999
1992,5,19,0,24.69,-999,-999,-999
1992,5,20,0.09,25.64,-999,-999,-999
1992,5,21,41.7,26.06,-999,-999,-999
1992,5,22,14.55,25.77,-999,-999,-999
1992,5,23,0,24.62,-999,-999,-999
1992,5,24,1.27,24.08,-999,-999,-999
1992,5,25,14.81,25.41,-999,-999,-999
1992,5,26,2.94,24.85,-999,-999,-999
1992,5,27,0.05,24.94,-999,-999,-999
1992,5,28,7.94,24.61,-999,-999,-999
1992,5,29,2.1,24.4,-999,-999,-999
1992,5,30,16.82,24.34,-999,-999,-999
1992,5,31,4.26,25.79,-999,-999,-999
1992,6,1,0.86,25.36,-999,-999,-999
1992,6,2,0.36,25.12,-999,-999,-999
1992,6,3,2.81,24.56,-999,-999,-999
1992,6,4,0.75,25.29,-999,-999,-999
1992,6,5,6.52,25.14,-999,-999,-999
1992,6,6,10.74,24.97,-999,-999,-999
1992,6,7,4.77,24.75,-999,-999,-999
1992,6,8,2.47,24.97,-999,-999,-999
1992,6,9,0.39,25.5,-999,-999,-999
1992,6,10,0.02,26.03,-999,-999,-999
1992,6,11,1.42,26.13,-999,-999,-999
1992,6,12,4.62,25.8,-999,-999,-999
1992,6,13,1.66,25.7,-999,-999,-999
1992,6,14,0.14,25.69,-999,-999,-999
1992,6,15,1.26,25.1,-999,-999,-999
1992,6,16,0.19,23.72,-999,-999,-999
1992,6,17,0,24.41,-999,-999,-999
1992,6,18,0.02,24.7,-999,-999,-999
1992,6,19,0.94,24.58,-999,-999,-999
1992,6,20,0.56,25.51,-999,-999,-999
1992,6,21,0.02,25.77,-999,-999,-999
1992,6,22,0,24.45,-999,-999,-999
1992,6,23,0,24.98,-999,-999,-999
1992,6,24,0.17,24.7,-999,-999,-999
1992,6,25,0.02,23.7,-999,-999,-999
1992,6,26,6.03,24.43,-999,-999,-999
1992,6,27,0.17,24.3,-999,-999,-999
1992,6,28,0.09,23.9,-999,-999,-999
1992,6,29,0.41,24.11,-999,-999,-999
1992,6,30,0.09,24.7,-999,-999,-999
1992,7,1,0.22,24.32,-999,-999,-999
1992,7,2,1.31,24.68,-999,-999,-999
1992,7,3,2.65,24.67,-999,-999,-999
1992,7,4,0.57,24.86,-999,-999,-999
1992,7,5,9.03,24.32,-999,-999,-999
1992,7,6,0.28,24.62,-999,-999,-999
1992,7,7,0.64,24.19,-999,-999,-999
1992,7,8,0.19,24.36,-999,-999,-999
1992,7,9,0.13,24.07,-999,-999,-999
1992,7,10,0.96,24.15,-999,-999,-999
