PRECTOTCORR,TS,ALLSKY_SFC_UV_INDEX,ALLSKY_SFC_UVB,ALLSKY_SFC_UVA
-0.24633272341297527,1.1926914582715669,1.144967643565253,1.285826382436485,0.8186840146858556
0.14585606740974974,0.9670301627779826,0.9542803359811531,0.9871314854088524,0.7390138161861936
0.10113278424575482,-0.41637169220441944,0.6273878086941239,0.5390891398674023,0.18132242668855955
2.024233960297538,0.12325314484545222,0.6546288526347092,0.8377840368950358,0.43907895124629004
-0.13624464177852613,-0.9952419719488336,-0.5712181246916487,-0.5063429997293141,-0.8590766360717332
0.6813887145273304,-0.37712624950988394,-0.489494992869892,-0.5063429997293141,-0.9434333168360812
0.8832168641904871,-1.289582792157853,0.24601319352592319,0.2403942428397688,-0.3857419273384463
0.32016219666429413,-1.4171304809150989,0.6001467647535376,0.688436588381219,0.26567910745290746
0.2869064220038877,-1.2405259887896856,0.08256692988240856,0.2403942428397688,-0.18422318995694834
-0.29334950827768785,-1.1227896607060757,-0.7346643883351633,-0.8050378967569467,-1.074654820247289
-0.670630538045748,-1.2601487101369533,0.055325885941823395,0.09104679432595288,-0.5497688066024571
-0.6740707905968244,-1.4465645629359987,0.028084842001237023,0.09104679432595288,-0.5169634307496549
-0.7096200669579487,-0.32806944614171285,1.362895995089939,1.285826382436485,0.879608284126774
-0.7256745788629725,-0.10240815064813207,1.144967643565253,1.285826382436485,0.8561758728033436
-0.5158191732473039,-1.1718464640742468,1.03600346780291,0.9871314854088524,0.5515545255987542
-0.3208715286863002,-0.28882400344717735,-0.4077718610481347,-0.3569955512154973,-0.5778877001905725
-0.41261159671500774,-0.7107125124134426,0.7635930283970522,0.8377840368950358,0.2094413202766758
-0.3277520337884532,-0.5635421023089328,0.3004952814070947,0.2403942428397688,-0.41854730319124844
-0.49976466134228004,-0.8775056438652236,1.0632445117434963,0.9871314854088524,0.2937980010410237
-0.3633013101495774,-0.4556171348989584,-0.08087933376110605,-0.058300654187863864,-0.5544552888671429
-0.5307269343019688,-0.8578829225179558,1.1994497314464245,1.285826382436485,0.6874625112746479
2.546005597210813,-0.03372862593269321,0.5729057208129524,0.5390891398674023,-0.0014503816341948038
1.4256300164102211,-1.6624144977559507,0.8453161602188101,0.8377840368950358,0.10165222818889755
-0.5444879445062749,-0.1220308719953998,2.1256452254263394,2.0325636250055688,1.6106995174177898
-0.4710958900833089,0.4960848504435498,1.3356549511493527,1.285826382436485,0.6171652773043577
0.04723549427888914,0.6432552605480596,1.444619126911696,1.285826382436485,0.678089546745276
-0.20275619109933915,-0.23976720007900626,2.4252967087727835,2.331258522033202,1.8075317725346027
0.8637220997343867,0.18212130888725894,1.5808243466146252,1.5845212794641186,0.8889812486561458
0.4600658004080733,-0.37712624950988394,1.2266907753870098,1.1364789339226684,0.3500357882172554
0.4841475682656092,-0.867694283191588,-0.4622539489293062,-0.6556904482431308,-1.4448869191574836
1.6893827119927551,-0.9461851685806625,0.35497736928826623,0.2403942428397688,-0.3857419273384463
0.07017051128606605,-1.4858100056305377,-1.1705210913845356,-1.2530802422983969,-1.8947892165673395
-0.4470141222257731,-0.9559965292542946,0.10980797382299494,0.09104679432595288,-0.5591417711318288
-0.5123789206962273,-1.3386395955260244,-0.5167360368104772,-0.6556904482431308,-1.2199357704525553
-0.45504137817828505,-1.309205513505121,-0.7891464762163348,-0.8050378967569467,-1.5339300821865174
0.2192481218327159,-1.0246760539697335,0.055325885941823395,0.09104679432595288,-0.6200660405727464
0.6756549602755363,-0.3575035281626162,-0.2988076852857916,-0.2076481027016806,-1.0371629621298009
3.484047792804348,-1.3680736775469275,-0.761905432275749,-0.8050378967569467,-1.5245571176571455
4.501215797072644,-1.4956213663041698,-2.260162849007965,-2.4478598304089294,-2.813339740445796
0.17223133696800325,-0.6125989056771038,1.5263422587334536,1.435173830950302,0.7108949225980782
-0.14656539943175573,-0.5733534629825648,0.028084842001237023,0.09104679432595288,-0.4560391613087365
1.2765524058635713,-1.2601487101369533,-2.0694755414238646,-2.1491649333812965,-2.7383560242108196
0.06329000618391294,-0.6616557090452715,1.444619126911696,1.285826382436485,0.762446227509624
-0.29105600657697017,-0.7695806764552493,-0.489494992869892,-0.5063429997293141,-1.1730709478056953
